phonome1,phonome2,distance
m,py,0.5714285714285714
m,m,0.0
m,my,0.14285714285714285
m,f,0.5714285714285714
m,w,0.2857142857142857
m,d,0.42857142857142855
m,dy,0.5714285714285714
m,t,0.5714285714285714
m,ts,0.7142857142857143
m,ch,0.8571428571428571
m,s,0.7142857142857143
m,sh,0.8571428571428571
m,z,0.5714285714285714
m,j,0.7142857142857143
m,n,0.14285714285714285
m,ny,0.2857142857142857
m,r,0.2857142857142857
m,ry,0.42857142857142855
m,y,0.5714285714285714
m,k,0.5714285714285714
m,ky,0.7142857142857143
m,g,0.42857142857142855
m,gy,0.5714285714285714
m,h,0.7142857142857143
m,hy,0.8571428571428571
m,sp,1.0
my,b,0.42857142857142855
my,by,0.2857142857142857
my,p,0.5714285714285714
my,py,0.42857142857142855
my,m,0.14285714285714285
my,my,0.0
my,f,0.7142857142857143
my,w,0.42857142857142855
my,d,0.5714285714285714
my,dy,0.42857142857142855
my,t,0.7142857142857143
my,ts,0.8571428571428571
my,ch,0.7142857142857143
my,s,0.8571428571428571
my,sh,0.7142857142857143
my,z,0.7142857142857143
my,j,0.5714285714285714
my,n,0.2857142857142857
my,ny,0.14285714285714285
my,r,0.42857142857142855
my,ry,0.2857142857142857
my,y,0.42857142857142855
my,k,0.7142857142857143
my,ky,0.5714285714285714
my,g,0.5714285714285714
my,gy,0.42857142857142855
my,h,0.8571428571428571
my,hy,0.7142857142857143
my,sp,1.0
f,b,0.2857142857142857
f,by,0.42857142857142855
f,p,0.14285714285714285
f,py,0.2857142857142857
f,m,0.5714285714285714
f,my,0.7142857142857143
f,f,0.0
f,w,0.2857142857142857
f,d,0.42857142857142855
f,dy,0.5714285714285714
f,t,0.2857142857142857
f,ts,0.42857142857142855
f,ch,0.5714285714285714
f,s,0.14285714285714285
f,sh,0.2857142857142857
f,z,0.2857142857142857
f,j,0.7142857142857143
f,n,0.7142857142857143
f,ny,0.8571428571428571
f,r,0.5714285714285714
f,ry,0.7142857142857143
f,y,0.5714285714285714
f,k,0.2857142857142857
f,ky,0.42857142857142855
f,g,0.42857142857142855
f,gy,0.5714285714285714
f,h,0.14285714285714285
f,hy,0.2857142857142857
f,sp,1.0
w,b,0.2857142857142857
w,by,0.42857142857142855
w,p,0.42857142857142855
w,py,0.5714285714285714
w,m,0.2857142857142857
w,my,0.42857142857142855
w,f,0.2857142857142857
w,w,0.0
w,d,0.42857142857142855
w,dy,0.5714285714285714
w,t,0.5714285714285714
w,ts,0.7142857142857143
w,ch,0.8571428571428571
w,s,0.42857142857142855
w,sh,0.5714285714285714
w,z,0.2857142857142857
w,j,0.7142857142857143
w,n,0.42857142857142855
w,ny,0.5714285714285714
w,r,0.2857142857142857
w,ry,0.42857142857142855
w,y,0.2857142857142857
w,k,0.5714285714285714
w,ky,0.7142857142857143
w,g,0.42857142857142855
w,gy,0.5714285714285714
w,h,0.42857142857142855
w,hy,0.5714285714285714
w,sp,1.0
d,b,0.14285714285714285
d,by,0.2857142857142857
d,p,0.2857142857142857
d,py,0.42857142857142855
d,m,0.42857142857142855
d,my,0.5714285714285714
d,f,0.42857142857142855
d,w,0.42857142857142855
d,d,0.0
d,dy,0.14285714285714285
d,t,0.14285714285714285
d,ts,0.2857142857142857
d,ch,0.42857142857142855
d,s,0.2857142857142857
d,sh,0.42857142857142855
d,z,0.14285714285714285
d,j,0.2857142857142857
d,n,0.2857142857142857
d,ny,0.42857142857142855
d,r,0.14285714285714285
d,ry,0.2857142857142857
d,y,0.5714285714285714
d,k,0.2857142857142857
d,ky,0.42857142857142855
d,g,0.14285714285714285
d,gy,0.2857142857142857
d,h,0.42857142857142855
d,hy,0.5714285714285714
d,sp,1.0
dy,b,0.2857142857142857
dy,by,0.14285714285714285
dy,p,0.42857142857142855
dy,py,0.2857142857142857
dy,m,0.5714285714285714
dy,my,0.42857142857142855
dy,f,0.5714285714285714
dy,w,0.5714285714285714
dy,d,0.14285714285714285
dy,dy,0.0
dy,t,0.2857142857142857
dy,ts,0.42857142857142855
dy,ch,0.2857142857142857
dy,s,0.42857142857142855
dy,sh,0.2857142857142857
dy,z,0.2857142857142857
dy,j,0.14285714285714285
dy,n,0.42857142857142855
dy,ny,0.2857142857142857
dy,r,0.2857142857142857
dy,ry,0.14285714285714285
dy,y,0.42857142857142855
dy,k,0.42857142857142855
dy,ky,0.2857142857142857
dy,g,0.2857142857142857
dy,gy,0.14285714285714285
dy,h,0.5714285714285714
dy,hy,0.42857142857142855
dy,sp,1.0
t,b,0.2857142857142857
t,by,0.42857142857142855
t,p,0.14285714285714285
t,py,0.2857142857142857
t,m,0.5714285714285714
t,my,0.7142857142857143
t,f,0.2857142857142857
t,w,0.5714285714285714
t,d,0.14285714285714285
t,dy,0.2857142857142857
t,t,0.0
t,ts,0.14285714285714285
t,ch,0.2857142857142857
t,s,0.14285714285714285
t,sh,0.2857142857142857
t,z,0.2857142857142857
t,j,0.42857142857142855
t,n,0.42857142857142855
t,ny,0.5714285714285714
t,r,0.2857142857142857
t,ry,0.42857142857142855
t,y,0.7142857142857143
t,k,0.14285714285714285
t,ky,0.2857142857142857
t,g,0.2857142857142857
t,gy,0.42857142857142855
t,h,0.2857142857142857
t,hy,0.42857142857142855
t,sp,1.0
ts,b,0.42857142857142855
ts,by,0.5714285714285714
ts,p,0.2857142857142857
ts,py,0.42857142857142855
ts,m,0.7142857142857143
ts,my,0.8571428571428571
ts,f,0.42857142857142855
ts,w,0.7142857142857143
ts,d,0.2857142857142857
ts,dy,0.42857142857142855
ts,t,0.14285714285714285
ts,ts,0.0
ts,ch,0.14285714285714285
ts,s,0.2857142857142857
ts,sh,0.42857142857142855
ts,z,0.42857142857142855
ts,j,0.2857142857142857
ts,n,0.5714285714285714
ts,ny,0.7142857142857143
ts,r,0.42857142857142855
ts,ry,0.5714285714285714
ts,y,0.8571428571428571
ts,k,0.2857142857142857
ts,ky,0.42857142857142855
ts,g,0.42857142857142855
