phonon1,phonon2,distance
h-u,z-o,73.3103
h-u,z-o:,75.562232
h-u,ts-a,76.922044
h-u,ts-a:,75.52376
h-u,ts-i,71.398474
h-u,ts-i:,74.367198
h-u,ts-u,62.913482
h-u,ts-u:,66.653411
h-u,ts-e,69.877846
h-u,ts-e:,72.665419
h-u,ts-o,73.255831
h-u,ts-o:,73.835035
h-u,N,66.698955
h-u,q,71.458484
h-u,sp,69.560907
h-u,a,74.416926
h-u,a:,73.529705
h-u,i,70.553011
h-u,i:,74.367198
h-u,u,64.616732
h-u,u:,64.726859
h-u,e,69.857943
h-u,e:,71.18071
h-u,o,69.959887
h-u,o:,72.669711
h-u:,b-a,78.317029
h-u:,b-a:,73.805048
h-u:,b-i,73.015806
h-u:,b-i:,71.622529
h-u:,b-u,62.164007
h-u:,b-u:,56.58714
h-u:,b-e,71.909787
h-u:,b-e:,73.320751
h-u:,b-o,70.075473
h-u:,b-o:,73.290163
h-u:,d-a,77.011945
h-u:,d-a:,73.318936
h-u:,d-i,73.015806
h-u:,d-i:,71.622529
h-u:,d-u,61.928341
h-u:,d-u:,61.040479
h-u:,d-e,73.580453
h-u:,d-e:,73.320751
h-u:,d-o,72.993552
h-u:,d-o:,71.756589
h-u:,f-a,72.279248
h-u:,f-a:,73.805048
h-u:,f-i,73.378205
h-u:,f-i:,71.256958
h-u:,f-u,61.929213
h-u:,f-u:,56.58714
h-u:,f-e,73.429359
h-u:,f-e:,73.378384
h-u:,f-o,69.749262
h-u:,f-o:,73.253186
h-u:,g-a,76.368299
h-u:,g-a:,73.215293
h-u:,g-i,71.795274
h-u:,g-i:,73.712061
h-u:,g-u,61.664245
h-u:,g-u:,56.58714
h-u:,g-e,72.444995
h-u:,g-e:,72.423501
h-u:,g-o,72.062396
h-u:,g-o:,72.108087
h-u:,h-a,72.279248
h-u:,h-a:,70.735676
h-u:,h-i,73.378205
h-u:,h-i:,71.256958
h-u:,h-u,62.274003
h-u:,h-u:,56.58714
h-u:,h-e,72.392982
h-u:,h-e:,72.802367
h-u:,h-o,69.749262
h-u:,h-o:,73.253186
h-u:,y-a,77.072075
h-u:,y-a:,73.510112
h-u:,y-i,74.642019
h-u:,y-i:,72.391162
h-u:,y-u,66.905654
h-u:,y-u:,69.972176
h-u:,y-e,73.552027
h-u:,y-e:,72.659683
h-u:,y-o,74.841891
h-u:,y-o:,74.65738
h-u:,k-a,73.178426
h-u:,k-a:,70.725698
h-u:,k-i,73.814545
h-u:,k-i:,73.735509
h-u:,k-u,62.428227
h-u:,k-u:,56.58714
h-u:,k-e,74.298303
h-u:,k-e:,72.115309
h-u:,k-o,68.848397
h-u:,k-o:,72.362136
h-u:,m-a,75.537032
h-u:,m-a:,73.805048
h-u:,m-i,72.841247
h-u:,m-i:,71.817302
h-u:,m-u,66.53583
h-u:,m-u:,56.58714
h-u:,m-e,76.290562
h-u:,m-e:,74.59458
h-u:,m-o,76.950464
h-u:,m-o:,73.239257
h-u:,n-a,73.510227
h-u:,n-a:,73.318936
h-u:,n-i,72.832289
h-u:,n-i:,71.817302
h-u:,n-u,65.718669
h-u:,n-u:,61.040479
h-u:,n-e,73.220912
h-u:,n-e:,74.246151
h-u:,n-o,73.015746
h-u:,n-o:,72.445716
h-u:,p-a,72.798999
h-u:,p-a:,73.805048
h-u:,p-i,73.102186
h-u:,p-i:,71.256958
h-u:,p-u,62.082592
h-u:,p-u:,56.58714
h-u:,p-e,73.459789
h-u:,p-e:,73.378384
h-u:,p-o,69.756352
h-u:,p-o:,73.598385
h-u:,r-a,77.452855
h-u:,r-a:,73.215293
h-u:,r-i,73.125494
h-u:,r-i:,71.622529
h-u:,r-u,66.788557
h-u:,r-u:,63.107776
h-u:,r-e,71.375335
h-u:,r-e:,74.00005
h-u:,r-o,74.408004
h-u:,r-o:,77.168295
h-u:,s-a,75.435611
h-u:,s-a:,72.009136
h-u:,s-i,73.378205
h-u:,s-i:,71.256958
h-u:,s-u,66.259695
h-u:,s-u:,62.226364
h-u:,s-e,72.368732
h-u:,s-e:,70.14678
h-u:,s-o,72.775
h-u:,s-o:,71.122508
h-u:,t-a,76.407701
h-u:,t-a:,72.046005
h-u:,t-i,73.102186
h-u:,t-i:,71.256958
h-u:,t-u,64.311862
h-u:,t-u:,61.040479
h-u:,t-e,73.459789
h-u:,t-e:,71.622397
h-u:,t-o,72.775
h-u:,t-o:,71.2909
h-u:,w-a,76.658311
h-u:,w-a:,77.710058
h-u:,w-i,73.015806
h-u:,w-i:,71.622529
h-u:,w-u,66.905654
h-u:,w-u:,69.972176
h-u:,w-e,73.552027
h-u:,w-e:,74.00005
h-u:,w-o,74.123885
h-u:,w-o:,74.65738
h-u:,z-a,76.315794
h-u:,z-a:,73.215293
h-u:,z-i,73.015806
h-u:,z-i:,71.622529
h-u:,z-u,65.627958
h-u:,z-u:,62.226364
h-u:,z-e,73.039784
h-u:,z-e:,71.282567
h-u:,z-o,70.970173
h-u:,z-o:,71.466795
h-u:,ts-a,75.435611
h-u:,ts-a:,72.009136
h-u:,ts-i,71.832756
h-u:,ts-i:,71.256958
h-u:,ts-u,65.166083
h-u:,ts-u:,62.226364
h-u:,ts-e,72.368732
h-u:,ts-e:,70.14678
h-u:,ts-o,70.909014
h-u:,ts-o:,71.2909
h-u:,N,64.474329
h-u:,q,72.821854
h-u:,sp,70.69726
h-u:,a,74.617291
h-u:,a:,70.725698
h-u:,i,71.888985
h-u:,i:,71.256958
h-u:,u,65.705816
h-u:,u:,56.58714
h-u:,e,71.802356
h-u:,e:,71.56758
h-u:,o,70.188529
h-u:,o:,72.813956
h-e,b-a,80.63329
h-e,b-a:,78.085149
h-e,b-i,70.580977
h-e,b-i:,73.035062
h-e,b-u,68.554427
h-e,b-u:,71.095714
h-e,b-e,60.820703
h-e,b-e:,64.742916
h-e,b-o,71.166551
h-e,b-o:,75.493229
h-e,d-a,75.696522
h-e,d-a:,76.386182
h-e,d-i,70.580977
h-e,d-i:,73.035062
h-e,d-u,67.846835
h-e,d-u:,69.969726
h-e,d-e,59.992728
h-e,d-e:,64.742916
h-e,d-o,74.321037
h-e,d-o:,74.82845
h-e,f-a,73.564929
h-e,f-a:,78.085149
h-e,f-i,70.12437
h-e,f-i:,72.5115
h-e,f-u,68.363163
h-e,f-u:,71.095714
h-e,f-e,58.531337
h-e,f-e:,64.441491
h-e,f-o,70.090931
h-e,f-o:,74.367636
h-e,g-a,78.180636
h-e,g-a:,75.906447
h-e,g-i,69.464563
h-e,g-i:,74.544994
h-e,g-u,68.517
h-e,g-u:,71.095714
h-e,g-e,59.575504
h-e,g-e:,62.916824
h-e,g-o,74.188179
h-e,g-o:,74.99259
h-e,h-a,73.564929
h-e,h-a:,74.420268
h-e,h-i,70.12437
h-e,h-i:,72.5115
h-e,h-u,69.016801
h-e,h-u:,71.095714
h-e,h-e,56.752309
h-e,h-e:,61.883398
h-e,h-o,70.090931
h-e,h-o:,74.367636
h-e,y-a,75.815188
h-e,y-a:,75.119249
h-e,y-i,70.434393
h-e,y-i:,73.122992
h-e,y-u,66.706035
h-e,y-u:,70.611789
h-e,y-e,58.756414
h-e,y-e:,63.14459
h-e,y-o,75.543335
h-e,y-o:,77.329406
h-e,k-a,75.054406
h-e,k-a:,73.766878
h-e,k-i,70.532016
h-e,k-i:,74.706949
h-e,k-u,69.074865
h-e,k-u:,71.095714
h-e,k-e,59.376027
h-e,k-e:,62.111435
h-e,k-o,70.301659
h-e,k-o:,73.995654
h-e,m-a,78.928035
h-e,m-a:,78.085149
h-e,m-i,69.512816
h-e,m-i:,72.992124
h-e,m-u,69.549552
h-e,m-u:,71.095714
h-e,m-e,64.597615
h-e,m-e:,66.319279
h-e,m-o,73.288649
h-e,m-o:,75.196331
h-e,n-a,76.249585
h-e,n-a:,76.386182
h-e,n-i,69.37365
h-e,n-i:,72.992124
h-e,n-u,66.440781
h-e,n-u:,69.969726
h-e,n-e,62.12506
h-e,n-e:,65.900425
h-e,n-o,75.26989
h-e,n-o:,74.322382
h-e,p-a,74.138784
h-e,p-a:,78.085149
h-e,p-i,70.105728
h-e,p-i:,72.5115
h-e,p-u,68.405927
h-e,p-u:,71.095714
h-e,p-e,59.817093
h-e,p-e:,64.441491
h-e,p-o,70.483087
h-e,p-o:,75.212236
h-e,r-a,77.96679
h-e,r-a:,75.906447
h-e,r-i,70.242337
h-e,r-i:,73.035062
h-e,r-u,68.368212
h-e,r-u:,72.197018
h-e,r-e,59.821334
h-e,r-e:,65.692151
h-e,r-o,75.631923
h-e,r-o:,76.866428
h-e,s-a,76.119356
h-e,s-a:,74.424714
h-e,s-i,70.12437
h-e,s-i:,72.5115
h-e,s-u,68.241319
h-e,s-u:,70.607325
h-e,s-e,59.05783
h-e,s-e:,62.752367
h-e,s-o,74.232249
h-e,s-o:,74.742657
h-e,t-a,76.047852
h-e,t-a:,74.831749
h-e,t-i,70.105728
h-e,t-i:,72.5115
h-e,t-u,68.288381
h-e,t-u:,69.969726
h-e,t-e,59.817093
h-e,t-e:,62.316857
h-e,t-o,74.232249
h-e,t-o:,74.513084
h-e,w-a,78.385281
h-e,w-a:,84.015711
h-e,w-i,70.580977
h-e,w-i:,73.035062
h-e,w-u,66.706035
h-e,w-u:,70.611789
h-e,w-e,58.756414
h-e,w-e:,65.692151
h-e,w-o,75.157225
h-e,w-o:,77.329406
h-e,z-a,75.633998
h-e,z-a:,75.906447
h-e,z-i,70.580977
h-e,z-i:,73.035062
h-e,z-u,68.64965
h-e,z-u:,70.607325
h-e,z-e,60.192974
h-e,z-e:,63.672927
h-e,z-o,72.995157
h-e,z-o:,74.910336
h-e,ts-a,76.119356
h-e,ts-a:,74.424714
h-e,ts-i,70.117384
h-e,ts-i:,72.5115
h-e,ts-u,68.072589
h-e,ts-u:,70.607325
h-e,ts-e,59.05783
h-e,ts-e:,62.752367
h-e,ts-o,73.909089
h-e,ts-o:,74.513084
h-e,N,67.520595
h-e,q,71.542422
h-e,sp,67.822177
h-e,a,73.690262
h-e,a:,73.766878
h-e,i,70.219435
h-e,i:,72.5115
h-e,u,68.651499
h-e,u:,71.095714
h-e,e,59.864027
h-e,e:,62.185456
h-e,o,69.512688
h-e,o:,71.892257
h-e:,b-a,79.998434
h-e:,b-a:,74.388269
h-e:,b-i,64.533655
h-e:,b-i:,63.053581
h-e:,b-u,64.939002
h-e:,b-u:,64.36741
h-e:,b-e,56.838116
h-e:,b-e:,53.910897
h-e:,b-o,67.198317
h-e:,b-o:,71.688959
h-e:,d-a,76.045407
h-e:,d-a:,72.97087
h-e:,d-i,64.533655
h-e:,d-i:,63.053581
h-e:,d-u,64.193699
h-e:,d-u:,62.66927
h-e:,d-e,56.355913
h-e:,d-e:,53.910897
h-e:,d-o,74.006218
h-e:,d-o:,72.27653
h-e:,f-a,73.773149
h-e:,f-a:,74.388269
h-e:,f-i,66.418404
h-e:,f-i:,63.369526
h-e:,f-u,65.094608
h-e:,f-u:,64.36741
h-e:,f-e,56.802979
h-e:,f-e:,53.441441
h-e:,f-o,67.399286
h-e:,f-o:,71.653733
h-e:,g-a,76.628473
h-e:,g-a:,72.927277
h-e:,g-i,64.410562
h-e:,g-i:,65.625371
h-e:,g-u,64.318663
h-e:,g-u:,64.36741
h-e:,g-e,55.854344
h-e:,g-e:,53.307875
h-e:,g-o,73.378982
h-e:,g-o:,71.628234
h-e:,h-a,73.773149
h-e:,h-a:,72.64805
h-e:,h-i,66.418404
h-e:,h-i:,63.369526
h-e:,h-u,65.2861
h-e:,h-u:,64.36741
h-e:,h-e,55.744294
h-e:,h-e:,51.345639
h-e:,h-o,67.399286
h-e:,h-o:,71.653733
h-e:,y-a,75.168945
h-e:,y-a:,72.299352
h-e:,y-i,64.504638
h-e:,y-i:,63.660092
h-e:,y-u,60.281078
h-e:,y-u:,63.336137
h-e:,y-e,56.248984
h-e:,y-e:,53.338043
h-e:,y-o,73.834015
h-e:,y-o:,73.137596
h-e:,k-a,75.576256
h-e:,k-a:,72.099593
h-e:,k-i,65.84937
h-e:,k-i:,65.042128
h-e:,k-u,65.397329
h-e:,k-u:,64.36741
h-e:,k-e,56.666033
h-e:,k-e:,52.839587
h-e:,k-o,67.384059
h-e:,k-o:,71.615467
h-e:,m-a,77.278895
h-e:,m-a:,74.388269
h-e:,m-i,64.690464
h-e:,m-i:,63.693584
h-e:,m-u,67.143733
h-e:,m-u:,64.36741
h-e:,m-e,59.594511
h-e:,m-e:,55.269162
h-e:,m-o,71.223987
h-e:,m-o:,70.794614
h-e:,n-a,73.917574
h-e:,n-a:,72.97087
h-e:,n-i,63.436478
h-e:,n-i:,63.693584
h-e:,n-u,61.424374
h-e:,n-u:,62.66927
h-e:,n-e,57.54566
h-e:,n-e:,54.427548
h-e:,n-o,73.412745
h-e:,n-o:,71.63253
h-e:,p-a,74.960219
h-e:,p-a:,74.388269
h-e:,p-i,65.355074
h-e:,p-i:,63.369526
h-e:,p-u,65.205601
h-e:,p-u:,64.36741
h-e:,p-e,56.145721
h-e:,p-e:,53.441441
h-e:,p-o,67.452407
h-e:,p-o:,71.491501
h-e:,r-a,77.102475
h-e:,r-a:,72.927277
h-e:,r-i,65.333514
h-e:,r-i:,63.053581
h-e:,r-u,64.308828
h-e:,r-u:,62.687987
h-e:,r-e,56.738954
h-e:,r-e:,53.960192
h-e:,r-o,74.573618
h-e:,r-o:,74.462228
h-e:,s-a,76.209278
h-e:,s-a:,72.595433
h-e:,s-i,66.418404
h-e:,s-i:,63.369526
h-e:,s-u,65.080839
h-e:,s-u:,64.148995
h-e:,s-e,57.474733
h-e:,s-e:,53.22553
h-e:,s-o,73.970004
h-e:,s-o:,72.090164
h-e:,t-a,76.333134
h-e:,t-a:,72.61938
h-e:,t-i,65.355074
h-e:,t-i:,63.369526
h-e:,t-u,65.253238
h-e:,t-u:,62.66927
h-e:,t-e,56.145721
h-e:,t-e:,52.505455
h-e:,t-o,73.970004
h-e:,t-o:,72.206784
h-e:,w-a,76.882725
h-e:,w-a:,76.877031
h-e:,w-i,64.533655
h-e:,w-i:,63.053581
h-e:,w-u,60.281078
h-e:,w-u:,63.336137
h-e:,w-e,56.248984
h-e:,w-e:,53.960192
h-e:,w-o,73.150488
h-e:,w-o:,73.137596
h-e:,z-a,75.969159
h-e:,z-a:,72.927277
h-e:,z-i,64.533655
h-e:,z-i:,63.053581
h-e:,z-u,64.120762
h-e:,z-u:,64.148995
h-e:,z-e,57.016699
h-e:,z-e:,53.926072
h-e:,z-o,71.733837
h-e:,z-o:,72.051818
h-e:,ts-a,76.209278
h-e:,ts-a:,72.595433
h-e:,ts-i,65.43841
h-e:,ts-i:,63.369526
h-e:,ts-u,63.75862
h-e:,ts-u:,64.148995
h-e:,ts-e,57.474733
h-e:,ts-e:,53.22553
h-e:,ts-o,73.315062
h-e:,ts-o:,72.206784
h-e:,N,63.767572
h-e:,q,69.824045
h-e:,sp,66.301143
h-e:,a,75.026403
h-e:,a:,72.099593
h-e:,i,66.449325
h-e:,i:,63.369526
h-e:,u,64.547556
h-e:,u:,64.36741
h-e:,e,58.257877
h-e:,e:,54.050648
h-e:,o,66.985784
h-e:,o:,70.829758
h-o,b-a,75.986905
h-o,b-a:,72.672974
h-o,b-i,83.60175
h-o,b-i:,83.788413
h-o,b-u,68.998012
h-o,b-u:,73.388894
h-o,b-e,78.462978
h-o,b-e:,83.479368
h-o,b-o,60.416532
h-o,b-o:,63.973753
h-o,d-a,74.003806
h-o,d-a:,74.197057
h-o,d-i,83.60175
h-o,d-i:,83.788413
h-o,d-u,69.124635
h-o,d-u:,75.917682
h-o,d-e,78.674814
h-o,d-e:,83.479368
h-o,d-o,64.510758
h-o,d-o:,65.18967
h-o,f-a,67.96956
h-o,f-a:,72.672974
h-o,f-i,82.424044
h-o,f-i:,85.032244
h-o,f-u,69.648093
h-o,f-u:,73.388894
h-o,f-e,79.865236
h-o,f-e:,84.06151
h-o,f-o,58.393033
h-o,f-o:,62.462099
h-o,g-a,76.891033
h-o,g-a:,73.999524
h-o,g-i,80.838219
h-o,g-i:,88.789374
h-o,g-u,69.319286
h-o,g-u:,73.388894
h-o,g-e,79.424356
h-o,g-e:,84.52473
h-o,g-o,61.443802
h-o,g-o:,63.278319
h-o,h-a,67.96956
h-o,h-a:,70.20847
h-o,h-i,82.424044
h-o,h-i:,85.032244
h-o,h-u,70.266514
h-o,h-u:,73.388894
h-o,h-e,76.911024
h-o,h-e:,82.522166
h-o,h-o,58.393033
h-o,h-o:,62.462099
h-o,y-a,77.38338
h-o,y-a:,74.869056
h-o,y-i,84.149519
h-o,y-i:,87.714361
h-o,y-u,74.342309
h-o,y-u:,82.006434
h-o,y-e,80.52573
h-o,y-e:,84.003081
h-o,y-o,67.234324
h-o,y-o:,70.799847
h-o,k-a,71.636305
h-o,k-a:,70.466146
h-o,k-i,81.791341
h-o,k-i:,90.124727
h-o,k-u,70.002311
h-o,k-u:,73.388894
h-o,k-e,80.270363
h-o,k-e:,82.969487
h-o,k-o,60.617589
h-o,k-o:,62.336239
h-o,m-a,73.687149
h-o,m-a:,72.672974
h-o,m-i,78.927262
h-o,m-i:,82.722443
h-o,m-u,70.232704
h-o,m-u:,73.388894
h-o,m-e,82.830285
h-o,m-e:,84.513915
h-o,m-o,66.668026
h-o,m-o:,66.565156
h-o,n-a,74.343204
h-o,n-a:,74.197057
h-o,n-i,80.450827
h-o,n-i:,82.722443
h-o,n-u,72.385762
h-o,n-u:,75.917682
h-o,n-e,80.279937
h-o,n-e:,86.95052
h-o,n-o,67.011798
h-o,n-o:,65.292083
h-o,p-a,70.130569
h-o,p-a:,72.672974
h-o,p-i,82.291081
h-o,p-i:,85.032244
h-o,p-u,69.382693
h-o,p-u:,73.388894
h-o,p-e,79.491204
h-o,p-e:,84.06151
h-o,p-o,60.157013
h-o,p-o:,63.69726
h-o,r-a,76.874789
h-o,r-a:,73.999524
h-o,r-i,82.759572
h-o,r-i:,83.788413
h-o,r-u,74.35195
h-o,r-u:,79.973731
h-o,r-e,77.349915
h-o,r-e:,85.846344
h-o,r-o,67.433742
h-o,r-o:,69.575198
h-o,s-a,73.301068
h-o,s-a:,72.336376
h-o,s-i,82.424044
h-o,s-i:,85.032244
h-o,s-u,74.802834
h-o,s-u:,80.023896
h-o,s-e,77.752347
h-o,s-e:,80.959964
h-o,s-o,63.955108
h-o,s-o:,63.923587
h-o,t-a,73.579457
h-o,t-a:,72.539053
h-o,t-i,82.291081
h-o,t-i:,85.032244
h-o,t-u,71.46164
h-o,t-u:,75.917682
h-o,t-e,79.491204
h-o,t-e:,81.638675
h-o,t-o,63.955108
h-o,t-o:,63.86394
h-o,w-a,76.411963
h-o,w-a:,83.666242
h-o,w-i,83.60175
h-o,w-i:,83.788413
h-o,w-u,74.342309
h-o,w-u:,82.006434
h-o,w-e,80.52573
h-o,w-e:,85.846344
h-o,w-o,65.795483
h-o,w-o:,70.799847
h-o,z-a,73.957815
h-o,z-a:,73.999524
h-o,z-i,83.60175
h-o,z-i:,83.788413
h-o,z-u,78.480353
h-o,z-u:,80.023896
h-o,z-e,79.934385
h-o,z-e:,82.493492
h-o,z-o,64.628498
h-o,z-o:,65.837456
h-o,ts-a,73.301068
h-o,ts-a:,72.336376
h-o,ts-i,79.735362
h-o,ts-i:,85.032244
h-o,ts-u,76.701466
h-o,ts-u:,80.023896
h-o,ts-e,77.752347
h-o,ts-e:,80.959964
h-o,ts-o,63.875543
h-o,ts-o:,63.86394
h-o,N,70.451529
h-o,q,78.37351
h-o,sp,72.236498
h-o,a,72.84672
h-o,a:,70.466146
h-o,i,76.853519
h-o,i:,85.032244
h-o,u,69.722613
h-o,u:,73.388894
h-o,e,73.65847
h-o,e:,75.992519
h-o,o,61.036314
h-o,o:,62.744334
h-o:,b-a,73.946998
h-o:,b-a:,70.21392
h-o:,b-i,80.68345
h-o:,b-i:,81.108298
h-o:,b-u,68.534764
h-o:,b-u:,70.799168
h-o:,b-e,75.781407
h-o:,b-e:,78.781623
h-o:,b-o,58.26807
h-o:,b-o:,56.672063
h-o:,d-a,73.581596
h-o:,d-a:,72.137957
h-o:,d-i,80.68345
h-o:,d-i:,81.108298
h-o:,d-u,68.629016
h-o:,d-u:,74.80105
h-o:,d-e,76.803615
h-o:,d-e:,78.781623
h-o:,d-o,62.324937
h-o:,d-o:,60.785642
h-o:,f-a,67.769184
h-o:,f-a:,70.21392
h-o:,f-i,80.649865
h-o:,f-i:,83.326023
h-o:,f-u,69.032226
h-o:,f-u:,70.799168
h-o:,f-e,77.784741
h-o:,f-e:,79.466508
h-o:,f-o,58.070518
h-o:,f-o:,55.506974
h-o:,g-a,74.937841
h-o:,g-a:,72.444907
h-o:,g-i,78.615579
h-o:,g-i:,85.483643
h-o:,g-u,68.775541
h-o:,g-u:,70.799168
h-o:,g-e,76.410939
h-o:,g-e:,80.108797
h-o:,g-o,58.416663
h-o:,g-o:,56.924821
h-o:,h-a,67.769184
h-o:,h-a:,68.735629
h-o:,h-i,80.649865
h-o:,h-i:,83.326023
h-o:,h-u,69.221775
h-o:,h-u:,70.799168
h-o:,h-e,75.988097
h-o:,h-e:,78.945405
h-o:,h-o,58.070518
h-o:,h-o:,55.506974
h-o:,y-a,76.222229
h-o:,y-a:,72.983799
h-o:,y-i,81.568417
h-o:,y-i:,85.087059
h-o:,y-u,71.977465
h-o:,y-u:,74.930796
h-o:,y-e,77.444097
h-o:,y-e:,79.489105
h-o:,y-o,63.423018
h-o:,y-o:,63.608443
h-o:,k-a,71.368842
h-o:,k-a:,69.350221
h-o:,k-i,80.377984
h-o:,k-i:,85.779656
h-o:,k-u,69.221663
h-o:,k-u:,70.799168
h-o:,k-e,78.168045
h-o:,k-e:,79.320567
h-o:,k-o,58.562195
h-o:,k-o:,56.192657
h-o:,m-a,71.193132
h-o:,m-a:,70.21392
h-o:,m-i,75.420195
h-o:,m-i:,79.18111
h-o:,m-u,67.950243
h-o:,m-u:,70.799168
h-o:,m-e,78.807784
h-o:,m-e:,78.379456
h-o:,m-o,60.7769
h-o:,m-o:,60.209763
h-o:,n-a,72.940063
h-o:,n-a:,72.137957
h-o:,n-i,76.812825
h-o:,n-i:,79.18111
h-o:,n-u,70.862443
h-o:,n-u:,74.80105
h-o:,n-e,76.716204
h-o:,n-e:,80.336255
h-o:,n-o,62.849748
h-o:,n-o:,59.875749
h-o:,p-a,70.254507
h-o:,p-a:,70.21392
h-o:,p-i,80.654222
h-o:,p-i:,83.326023
h-o:,p-u,69.031455
h-o:,p-u:,70.799168
h-o:,p-e,76.811884
h-o:,p-e:,79.466508
h-o:,p-o,58.428685
h-o:,p-o:,56.650397
h-o:,r-a,74.710673
h-o:,r-a:,72.444907
h-o:,r-i,80.777498
h-o:,r-i:,81.108298
h-o:,r-u,73.857161
h-o:,r-u:,76.021812
h-o:,r-e,75.577401
h-o:,r-e:,79.839953
h-o:,r-o,63.162206
h-o:,r-o:,63.413269
h-o:,s-a,72.591099
h-o:,s-a:,71.496937
h-o:,s-i,80.649865
h-o:,s-i:,83.326023
h-o:,s-u,74.594435
h-o:,s-u:,78.855069
h-o:,s-e,76.795474
h-o:,s-e:,77.714035
h-o:,s-o,61.647243
h-o:,s-o:,59.402315
h-o:,t-a,72.88287
h-o:,t-a:,71.154564
h-o:,t-i,80.654222
h-o:,t-i:,83.326023
h-o:,t-u,70.512864
h-o:,t-u:,74.80105
h-o:,t-e,76.811884
h-o:,t-e:,78.413232
h-o:,t-o,61.647243
h-o:,t-o:,59.606322
h-o:,w-a,73.567817
h-o:,w-a:,76.142902
h-o:,w-i,80.68345
h-o:,w-i:,81.108298
h-o:,w-u,71.977465
h-o:,w-u:,74.930796
h-o:,w-e,77.444097
h-o:,w-e:,79.839953
h-o:,w-o,62.433941
h-o:,w-o:,63.608443
h-o:,z-a,73.524555
h-o:,z-a:,72.444907
h-o:,z-i,80.68345
h-o:,z-i:,81.108298
h-o:,z-u,78.236753
h-o:,z-u:,78.855069
h-o:,z-e,76.946848
h-o:,z-e:,78.49498
h-o:,z-o,62.519792
h-o:,z-o:,61.046124
h-o:,ts-a,72.591099
h-o:,ts-a:,71.496937
h-o:,ts-i,78.593276
h-o:,ts-i:,83.326023
h-o:,ts-u,77.516875
h-o:,ts-u:,78.855069
h-o:,ts-e,76.795474
h-o:,ts-e:,77.714035
h-o:,ts-o,61.755182
h-o:,ts-o:,59.606322
h-o:,N,68.896702
h-o:,q,78.79805
h-o:,sp,71.940449
h-o:,a,73.970682
h-o:,a:,69.350221
h-o:,i,76.743925
h-o:,i:,83.326023
h-o:,u,67.491915
h-o:,u:,70.799168
h-o:,e,73.281827
h-o:,e:,74.552003
h-o:,o,59.571401
h-o:,o:,57.12953
y-a,b-a,61.575197
y-a,b-a:,65.291047
y-a,b-i,83.863196
y-a,b-i:,86.671496
y-a,b-u,74.957273
y-a,b-u:,79.433253
y-a,b-e,73.438638
y-a,b-e:,79.852513
y-a,b-o,70.452734
y-a,b-o:,73.139993
y-a,d-a,59.319157
y-a,d-a:,61.948529
y-a,d-i,83.863196
y-a,d-i:,86.671496
y-a,d-u,72.426429
y-a,d-u:,79.151675
y-a,d-e,74.37939
y-a,d-e:,79.852513
y-a,d-o,69.295297
y-a,d-o:,71.990128
y-a,f-a,62.19034
y-a,f-a:,65.291047
y-a,f-i,84.164626
y-a,f-i:,85.304031
y-a,f-u,71.354436
y-a,f-u:,79.433253
y-a,f-e,75.42039
y-a,f-e:,79.983018
y-a,f-o,70.352892
y-a,f-o:,73.766473
y-a,g-a,59.787424
y-a,g-a:,61.880855
y-a,g-i,81.689087
y-a,g-i:,91.515179
y-a,g-u,73.970573
y-a,g-u:,79.433253
y-a,g-e,75.07432
y-a,g-e:,80.418495
y-a,g-o,70.283955
y-a,g-o:,73.342554
y-a,h-a,62.19034
y-a,h-a:,64.234818
y-a,h-i,84.164626
y-a,h-i:,85.304031
y-a,h-u,75.200088
y-a,h-u:,79.433253
y-a,h-e,73.79671
y-a,h-e:,80.36368
y-a,h-o,70.352892
y-a,h-o:,73.766473
y-a,y-a,57.025745
y-a,y-a:,61.705861
y-a,y-i,84.921491
y-a,y-i:,90.406162
y-a,y-u,75.241849
y-a,y-u:,78.405111
y-a,y-e,74.363799
y-a,y-e:,80.304826
y-a,y-o,68.139672
y-a,y-o:,70.572146
y-a,k-a,60.753584
y-a,k-a:,63.502081
y-a,k-i,81.747708
y-a,k-i:,92.629523
y-a,k-u,74.731151
y-a,k-u:,79.433253
y-a,k-e,76.329376
y-a,k-e:,80.16804
y-a,k-o,70.562711
y-a,k-o:,73.913954
y-a,m-a,62.268228
y-a,m-a:,65.291047
y-a,m-i,80.569352
y-a,m-i:,86.760417
y-a,m-u,70.708478
y-a,m-u:,79.433253
y-a,m-e,72.585582
y-a,m-e:,79.847541
y-a,m-o,69.89387
y-a,m-o:,73.023765
y-a,n-a,60.579395
y-a,n-a:,61.948529
y-a,n-i,82.849182
y-a,n-i:,86.760417
y-a,n-u,69.430772
y-a,n-u:,79.151675
y-a,n-e,71.937607
y-a,n-e:,79.476473
y-a,n-o,67.510731
y-a,n-o:,71.551802
y-a,p-a,62.059585
y-a,p-a:,65.291047
y-a,p-i,82.495774
y-a,p-i:,85.304031
y-a,p-u,71.328387
y-a,p-u:,79.433253
y-a,p-e,74.743204
y-a,p-e:,79.983018
y-a,p-o,70.445131
y-a,p-o:,74.027778
y-a,r-a,59.832127
y-a,r-a:,61.880855
y-a,r-i,83.576832
y-a,r-i:,86.671496
y-a,r-u,72.571989
y-a,r-u:,77.542604
y-a,r-e,72.503146
y-a,r-e:,78.699176
y-a,r-o,68.924346
y-a,r-o:,72.375727
y-a,s-a,59.293679
y-a,s-a:,62.552217
y-a,s-i,84.164626
y-a,s-i:,85.304031
y-a,s-u,73.823677
