phonon1,phonon2,distance
m+e,ky+u,70.696155
m+e,ky+e,70.701006
m+e,ky+o,70.701006
m+e,my+a,62.581731
m+e,my+i,62.605926
m+e,my+u,62.605926
m+e,my+e,62.605359
m+e,my+o,62.605359
m+e,ny+a,64.084707
m+e,ny+i,63.977833
m+e,ny+u,63.977833
m+e,ny+e,64.084707
m+e,ny+o,64.084707
m+e,py+a,72.175034
m+e,py+i,73.100978
m+e,py+u,73.100978
m+e,py+e,72.166466
m+e,py+o,72.166466
m+e,ry+a,64.358868
m+e,ry+i,64.545876
m+e,ry+u,64.545876
m+e,ry+e,64.358868
m+e,ry+o,64.358868
m+e,sh+a,71.305695
m+e,sh+i,71.309473
m+e,sh+u,72.593094
m+e,sh+e,71.309473
m+e,sh+o,72.593093
m+e,ts+a,71.701398
m+e,ts+i,71.701021
m+e,ts+u,71.701398
m+e,ts+e,71.701021
m+e,ts+o,71.700317
m+e,sp,71.864864
m+o,b+a,66.63274
m+o,b+i,69.25619
m+o,b+u,67.191776
m+o,b+e,69.134581
m+o,b+o,65.729457
m+o,d+a,67.776728
m+o,d+i,68.906921
m+o,d+u,68.680114
m+o,d+e,70.039068
m+o,d+o,68.609832
m+o,f+a,71.467523
m+o,f+i,72.731369
m+o,f+u,72.920458
m+o,f+e,72.731369
m+o,f+o,71.467523
m+o,g+a,66.947633
m+o,g+i,68.531675
m+o,g+u,67.896774
m+o,g+e,68.52253
m+o,g+o,66.211334
m+o,h+a,71.903626
m+o,h+i,73.769574
m+o,h+u,71.907393
m+o,h+e,74.719344
m+o,h+o,74.152435
m+o,j+a,69.201404
m+o,j+i,69.350441
m+o,j+u,69.245355
m+o,j+e,69.349596
m+o,j+o,69.194525
m+o,k+a,71.487576
m+o,k+i,72.468694
m+o,k+u,71.247167
m+o,k+e,73.358394
m+o,k+o,71.972042
m+o,m+a,63.677627
m+o,m+i,67.068996
m+o,m+u,64.467993
m+o,m+e,66.668392
m+o,m+o,59.875157
m+o,n+a,65.236806
m+o,n+i,66.106262
m+o,n+u,65.760467
m+o,n+e,65.813007
m+o,n+o,65.378754
m+o,p+a,74.183032
m+o,p+i,78.679684
m+o,p+u,72.118737
m+o,p+e,73.729105
m+o,p+o,74.852626
m+o,r+a,66.398577
m+o,r+i,68.18778
m+o,r+u,66.834656
m+o,r+e,67.636057
m+o,r+o,66.341927
m+o,s+a,73.650902
m+o,s+i,74.467007
m+o,s+u,74.467007
m+o,s+e,73.651317
m+o,s+o,74.466843
m+o,t+a,75.598615
m+o,t+i,76.692532
m+o,t+u,75.346293
m+o,t+e,76.638308
m+o,t+o,74.269959
m+o,w+a,68.116754
m+o,w+i,68.149794
m+o,w+u,68.116754
m+o,w+e,68.149794
m+o,w+o,68.116754
m+o,y+a,70.936028
m+o,y+i,71.236708
m+o,y+u,71.236708
m+o,y+e,71.102395
m+o,y+o,71.102395
m+o,z+a,69.318879
m+o,z+i,69.436039
m+o,z+u,69.436039
m+o,z+e,69.433878
m+o,z+o,69.198355
m+o,by+a,70.931573
m+o,by+i,71.116522
m+o,by+u,71.116522
m+o,by+e,71.092832
m+o,by+o,71.092832
m+o,ch+a,74.823815
m+o,ch+i,73.958572
m+o,ch+u,73.958335
m+o,ch+e,74.849691
m+o,ch+o,74.116371
m+o,dy+a,85.177718
m+o,dy+i,85.177718
m+o,dy+u,85.177718
m+o,dy+e,85.177718
m+o,dy+o,85.177718
m+o,gy+a,69.088968
m+o,gy+i,69.189866
m+o,gy+u,69.189866
m+o,gy+e,69.073134
m+o,gy+o,69.073134
m+o,hy+a,73.950873
m+o,hy+i,74.219015
m+o,hy+u,74.219015
m+o,hy+e,74.006465
m+o,hy+o,74.006465
m+o,ky+a,72.63903
m+o,ky+i,72.639979
m+o,ky+u,72.639979
m+o,ky+e,72.547017
m+o,ky+o,72.547017
m+o,my+a,69.855124
m+o,my+i,69.891039
m+o,my+u,69.891039
m+o,my+e,69.880687
m+o,my+o,69.880687
m+o,ny+a,68.371316
m+o,ny+i,68.694913
m+o,ny+u,68.694913
m+o,ny+e,68.371316
m+o,ny+o,68.371316
m+o,py+a,77.747772
m+o,py+i,78.48446
m+o,py+u,78.48446
m+o,py+e,77.156383
m+o,py+o,77.156383
m+o,ry+a,68.168563
m+o,ry+i,68.150341
m+o,ry+u,68.150341
m+o,ry+e,68.168563
m+o,ry+o,68.168563
m+o,sh+a,73.740546
m+o,sh+i,73.792538
m+o,sh+u,74.931219
m+o,sh+e,73.79254
m+o,sh+o,74.919682
m+o,ts+a,73.650829
m+o,ts+i,73.651363
m+o,ts+u,73.650829
m+o,ts+e,73.651363
m+o,ts+o,73.650698
m+o,sp,73.05964
n+a,b+a,67.309457
n+a,b+i,69.499129
n+a,b+u,67.926734
n+a,b+e,69.364772
n+a,b+o,68.208898
n+a,d+a,65.874819
n+a,d+i,68.6514
n+a,d+u,67.860371
n+a,d+e,69.3684
n+a,d+o,67.511608
n+a,f+a,73.533152
n+a,f+i,73.148442
n+a,f+u,73.565646
n+a,f+e,73.148442
n+a,f+o,73.533152
n+a,g+a,65.269322
n+a,g+i,68.338165
n+a,g+u,67.617216
n+a,g+e,68.330243
n+a,g+o,67.419852
n+a,h+a,71.185837
n+a,h+i,73.235575
n+a,h+u,71.186078
n+a,h+e,73.642729
n+a,h+o,75.801831
n+a,j+a,68.741541
n+a,j+i,69.312393
n+a,j+u,69.186649
n+a,j+e,69.31084
n+a,j+o,69.039609
n+a,k+a,70.726527
n+a,k+i,71.897286
n+a,k+u,70.647965
n+a,k+e,72.819382
n+a,k+o,72.586282
n+a,m+a,66.499531
n+a,m+i,68.87243
n+a,m+u,67.697329
n+a,m+e,67.581839
n+a,m+o,67.600776
n+a,n+a,60.64364
n+a,n+i,67.205474
n+a,n+u,65.077733
n+a,n+e,65.046704
n+a,n+o,64.38809
n+a,p+a,74.680287
n+a,p+i,78.551448
n+a,p+u,74.187845
n+a,p+e,72.598597
n+a,p+o,76.297526
n+a,r+a,64.681123
n+a,r+i,68.067663
n+a,r+u,66.266224
n+a,r+e,67.402919
n+a,r+o,66.057571
n+a,s+a,72.628813
n+a,s+i,73.300973
n+a,s+u,73.300973
n+a,s+e,72.628985
n+a,s+o,73.300838
n+a,t+a,73.789607
n+a,t+i,75.270478
n+a,t+u,74.478996
n+a,t+e,75.212464
n+a,t+o,73.747785
n+a,w+a,70.483083
n+a,w+i,70.918861
n+a,w+u,70.483083
n+a,w+e,70.918861
n+a,w+o,70.483083
n+a,y+a,69.662808
n+a,y+i,71.912689
n+a,y+u,71.912689
n+a,y+e,70.580482
n+a,y+o,70.580482
n+a,z+a,68.29597
n+a,z+i,68.965496
n+a,z+u,68.965496
n+a,z+e,68.957174
n+a,z+o,68.757462
n+a,by+a,71.172134
n+a,by+i,71.506493
n+a,by+u,71.506493
n+a,by+e,71.388711
n+a,by+o,71.388711
n+a,ch+a,74.118707
n+a,ch+i,73.072618
n+a,ch+u,73.07267
n+a,ch+e,74.387929
n+a,ch+o,73.770639
n+a,dy+a,82.617202
n+a,dy+i,82.617202
n+a,dy+u,82.617202
n+a,dy+e,82.617202
n+a,dy+o,82.617202
n+a,gy+a,68.922713
n+a,gy+i,69.196264
n+a,gy+u,69.196264
n+a,gy+e,69.002577
n+a,gy+o,69.002577
n+a,hy+a,71.814594
n+a,hy+i,73.397289
n+a,hy+u,73.397289
n+a,hy+e,73.200198
n+a,hy+o,73.200198
n+a,ky+a,72.11746
n+a,ky+i,72.228493
n+a,ky+u,72.228493
n+a,ky+e,72.16113
n+a,ky+o,72.16113
n+a,my+a,69.586088
n+a,my+i,69.826529
n+a,my+u,69.826529
n+a,my+e,69.822283
n+a,my+o,69.822283
n+a,ny+a,69.013818
n+a,ny+i,69.838303
n+a,ny+u,69.838303
n+a,ny+e,69.013818
n+a,ny+o,69.013818
n+a,py+a,75.928496
n+a,py+i,78.158307
n+a,py+u,78.158307
n+a,py+e,76.194457
n+a,py+o,76.194457
n+a,ry+a,68.626781
n+a,ry+i,68.676043
n+a,ry+u,68.676043
n+a,ry+e,68.626781
n+a,ry+o,68.626781
n+a,sh+a,72.44461
n+a,sh+i,72.615957
n+a,sh+u,74.056915
n+a,sh+e,72.615957
n+a,sh+o,74.033467
n+a,ts+a,72.914925
n+a,ts+i,72.915215
n+a,ts+u,72.914925
n+a,ts+e,72.915215
n+a,ts+o,72.904205
n+a,sp,72.366873
n+i,b+a,67.186765
n+i,b+i,66.292917
n+i,b+u,66.917581
n+i,b+e,67.278032
n+i,b+o,67.072015
n+i,d+a,66.206127
n+i,d+i,65.767767
n+i,d+u,65.922039
n+i,d+e,66.416776
n+i,d+o,66.110142
n+i,f+a,73.715355
n+i,f+i,71.724172
n+i,f+u,72.271962
n+i,f+e,71.724172
n+i,f+o,73.715355
n+i,g+a,66.004609
n+i,g+i,64.734338
n+i,g+u,66.54891
n+i,g+e,64.727617
n+i,g+o,66.013841
n+i,h+a,71.763138
n+i,h+i,70.306644
n+i,h+u,71.760748
n+i,h+e,72.572881
n+i,h+o,75.224331
n+i,j+a,65.587358
n+i,j+i,65.822691
n+i,j+u,65.585382
n+i,j+e,65.807747
n+i,j+o,65.587625
n+i,k+a,69.814308
n+i,k+i,69.986645
n+i,k+u,69.806074
n+i,k+e,70.530059
n+i,k+o,71.725485
n+i,m+a,68.102838
n+i,m+i,64.183244
n+i,m+u,66.775191
n+i,m+e,65.953363
n+i,m+o,66.940377
n+i,n+a,65.296158
n+i,n+i,60.093132
n+i,n+u,63.050931
n+i,n+e,63.654826
n+i,n+o,65.750558
n+i,p+a,74.970581
n+i,p+i,75.110222
n+i,p+u,72.789482
n+i,p+e,72.128885
n+i,p+o,75.265954
n+i,r+a,66.371983
n+i,r+i,63.984575
n+i,r+u,66.137211
n+i,r+e,64.926725
n+i,r+o,66.389274
n+i,s+a,71.067215
n+i,s+i,71.644858
n+i,s+u,71.644982
n+i,s+e,71.066435
n+i,s+o,71.644956
n+i,t+a,74.6967
n+i,t+i,73.885308
n+i,t+u,74.624075
n+i,t+e,74.312597
n+i,t+o,72.237086
n+i,w+a,70.918421
n+i,w+i,70.521349
n+i,w+u,70.918421
n+i,w+e,70.521349
n+i,w+o,70.918421
n+i,y+a,67.268462
n+i,y+i,67.04663
n+i,y+u,67.04663
n+i,y+e,67.321889
n+i,y+o,67.321889
n+i,z+a,66.575215
n+i,z+i,66.558119
n+i,z+u,66.558119
n+i,z+e,66.567889
n+i,z+o,66.543205
n+i,by+a,67.749493
n+i,by+i,67.457724
n+i,by+u,67.457724
n+i,by+e,67.496395
n+i,by+o,67.496395
n+i,ch+a,71.863713
n+i,ch+i,71.658394
n+i,ch+u,71.653966
n+i,ch+e,71.854123
n+i,ch+o,71.656418
n+i,dy+a,78.990044
n+i,dy+i,78.990044
n+i,dy+u,78.990044
n+i,dy+e,78.990044
n+i,dy+o,78.990044
n+i,gy+a,65.160907
n+i,gy+i,65.177984
n+i,gy+u,65.177984
n+i,gy+e,65.129871
n+i,gy+o,65.129871
n+i,hy+a,71.104171
n+i,hy+i,71.114347
n+i,hy+u,71.114347
n+i,hy+e,71.110629
n+i,hy+o,71.110629
n+i,ky+a,70.554033
n+i,ky+i,70.55194
n+i,ky+u,70.55194
n+i,ky+e,70.556391
n+i,ky+o,70.556391
n+i,my+a,66.107409
n+i,my+i,66.094448
n+i,my+u,66.094448
n+i,my+e,66.105757
n+i,my+o,66.105757
n+i,ny+a,63.69864
n+i,ny+i,62.681705
n+i,ny+u,62.681705
n+i,ny+e,63.69864
n+i,ny+o,63.69864
n+i,py+a,74.979651
n+i,py+i,74.995983
n+i,py+u,74.995983
n+i,py+e,74.847943
n+i,py+o,74.847943
n+i,ry+a,65.01706
n+i,ry+i,64.699569
n+i,ry+u,64.699569
n+i,ry+e,65.01706
n+i,ry+o,65.01706
n+i,sh+a,70.105116
n+i,sh+i,70.105668
n+i,sh+u,71.446354
n+i,sh+e,70.105686
n+i,sh+o,71.446319
n+i,ts+a,71.866279
n+i,ts+i,71.865091
n+i,ts+u,71.866279
n+i,ts+e,71.865091
n+i,ts+o,71.862569
n+i,sp,71.898528
n+u,b+a,66.75844
n+u,b+i,67.099045
n+u,b+u,66.450284
n+u,b+e,67.023472
n+u,b+o,66.685664
n+u,d+a,65.780274
n+u,d+i,66.119792
n+u,d+u,66.266431
n+u,d+e,66.772172
n+u,d+o,66.127495
n+u,f+a,73.158264
n+u,f+i,71.686678
n+u,f+u,72.706689
n+u,f+e,71.686678
n+u,f+o,73.158264
n+u,g+a,64.549982
n+u,g+i,66.001716
n+u,g+u,66.35012
n+u,g+e,65.938119
n+u,g+o,65.669257
n+u,h+a,71.712613
n+u,h+i,71.632486
n+u,h+u,71.712612
n+u,h+e,72.754674
n+u,h+o,75.414413
n+u,j+a,66.612896
n+u,j+i,66.827297
n+u,j+u,66.689746
n+u,j+e,66.80797
n+u,j+o,66.570693
n+u,k+a,69.694848
n+u,k+i,70.661138
n+u,k+u,69.690685
n+u,k+e,70.762011
n+u,k+o,71.73681
n+u,m+a,66.441545
n+u,m+i,65.557796
n+u,m+u,65.7002
n+u,m+e,65.090038
n+u,m+o,66.095571
n+u,n+a,62.903342
n+u,n+i,63.21263
n+u,n+u,60.299329
n+u,n+e,62.646093
n+u,n+o,63.944561
n+u,p+a,75.512204
n+u,p+i,75.840095
n+u,p+u,73.132356
n+u,p+e,72.781743
n+u,p+o,75.799675
n+u,r+a,65.504852
n+u,r+i,65.265518
n+u,r+u,65.235997
n+u,r+e,64.940447
n+u,r+o,65.545187
n+u,s+a,71.445956
n+u,s+i,72.250793
n+u,s+u,72.250792
n+u,s+e,71.44616
n+u,s+o,72.250708
n+u,t+a,74.81054
n+u,t+i,74.972944
n+u,t+u,74.824335
n+u,t+e,74.937335
n+u,t+o,72.644616
n+u,w+a,70.027773
n+u,w+i,69.686256
n+u,w+u,70.027773
n+u,w+e,69.686256
n+u,w+o,70.027773
n+u,y+a,68.634885
n+u,y+i,68.595881
n+u,y+u,68.595881
n+u,y+e,68.648319
n+u,y+o,68.648319
n+u,z+a,66.993598
n+u,z+i,67.048562
n+u,z+u,67.048562
n+u,z+e,67.038563
n+u,z+o,67.015302
n+u,by+a,68.111819
n+u,by+i,68.043557
n+u,by+u,68.043557
n+u,by+e,67.97244
n+u,by+o,67.97244
n+u,ch+a,72.041705
n+u,ch+i,71.758074
n+u,ch+u,71.758745
n+u,ch+e,72.042035
n+u,ch+o,71.974267
n+u,dy+a,80.420217
n+u,dy+i,80.420217
n+u,dy+u,80.420217
n+u,dy+e,80.420217
n+u,dy+o,80.420217
n+u,gy+a,66.299052
n+u,gy+i,66.455774
n+u,gy+u,66.455774
n+u,gy+e,66.099186
n+u,gy+o,66.099186
n+u,hy+a,71.955899
n+u,hy+i,72.123988
n+u,hy+u,72.123988
n+u,hy+e,72.03826
n+u,hy+o,72.03826
n+u,ky+a,71.414075
n+u,ky+i,71.420103
n+u,ky+u,71.420103
n+u,ky+e,71.400567
n+u,ky+o,71.400567
n+u,my+a,66.980174
n+u,my+i,67.010484
n+u,my+u,67.010484
n+u,my+e,66.965805
n+u,my+o,66.965805
n+u,ny+a,64.596723
n+u,ny+i,65.759967
n+u,ny+u,65.759967
n+u,ny+e,64.596723
n+u,ny+o,64.596723
n+u,py+a,75.193035
n+u,py+i,75.326904
n+u,py+u,75.326904
n+u,py+e,74.358237
n+u,py+o,74.358237
n+u,ry+a,65.892174
n+u,ry+i,65.92373
n+u,ry+u,65.92373
n+u,ry+e,65.892174
n+u,ry+o,65.892174
n+u,sh+a,70.836084
n+u,sh+i,70.839899
n+u,sh+u,72.69243
n+u,sh+e,70.842241
n+u,sh+o,72.690881
n+u,ts+a,72.098571
n+u,ts+i,72.096535
n+u,ts+u,72.098571
n+u,ts+e,72.096535
n+u,ts+o,72.085981
n+u,sp,71.931361
n+e,b+a,67.424766
n+e,b+i,66.792212
n+e,b+u,66.836455
n+e,b+e,66.539709
n+e,b+o,67.20695
n+e,d+a,65.690173
n+e,d+i,65.408197
n+e,d+u,66.229204
n+e,d+e,65.941898
n+e,d+o,66.099409
n+e,f+a,73.829523
n+e,f+i,71.516766
n+e,f+u,73.151795
n+e,f+e,71.516766
n+e,f+o,73.829523
n+e,g+a,65.248068
n+e,g+i,65.516725
n+e,g+u,67.140241
n+e,g+e,65.285927
n+e,g+o,66.71255
n+e,h+a,71.927459
n+e,h+i,71.360283
n+e,h+u,71.926862
n+e,h+e,72.102704
n+e,h+o,75.891518
n+e,j+a,66.865351
n+e,j+i,67.318167
n+e,j+u,67.00239
n+e,j+e,67.28539
n+e,j+o,66.933623
n+e,k+a,70.041987
n+e,k+i,70.633408
n+e,k+u,70.037948
n+e,k+e,71.15626
n+e,k+o,71.933962
n+e,m+a,67.652018
n+e,m+i,64.848555
n+e,m+u,66.354074
n+e,m+e,64.225791
n+e,m+o,66.734661
n+e,n+a,62.847684
n+e,n+i,63.589559
n+e,n+u,62.292433
n+e,n+e,59.807904
n+e,n+o,64.680506
n+e,p+a,75.631696
n+e,p+i,76.543283
n+e,p+u,74.109096
n+e,p+e,71.929588
n+e,p+o,76.689077
n+e,r+a,65.401017
n+e,r+i,64.839322
n+e,r+u,64.550676
n+e,r+e,64.256854
n+e,r+o,65.811694
n+e,s+a,71.771753
n+e,s+i,72.655234
n+e,s+u,72.65517
n+e,s+e,71.771767
n+e,s+o,72.65523
n+e,t+a,74.422068
n+e,t+i,74.803004
n+e,t+u,74.447156
n+e,t+e,74.636897
n+e,t+o,72.82243
n+e,w+a,71.721451
n+e,w+i,70.560183
n+e,w+u,71.721451
n+e,w+e,70.560183
n+e,w+o,71.721451
n+e,y+a,68.234573
n+e,y+i,68.948087
n+e,y+u,68.948087
n+e,y+e,68.658208
n+e,y+o,68.658208
n+e,z+a,67.211221
n+e,z+i,67.283018
n+e,z+u,67.283018
n+e,z+e,67.215762
n+e,z+o,67.263417
n+e,by+a,66.819372
n+e,by+i,67.176748
n+e,by+u,67.176748
n+e,by+e,67.171884
n+e,by+o,67.171884
n+e,ch+a,72.712059
n+e,ch+i,71.98817
n+e,ch+u,71.987452
n+e,ch+e,72.710548
n+e,ch+o,72.587961
n+e,dy+a,79.036936
n+e,dy+i,79.036936
n+e,dy+u,79.036936
n+e,dy+e,79.036936
n+e,dy+o,79.036936
n+e,gy+a,65.870398
n+e,gy+i,66.470235
n+e,gy+u,66.470235
n+e,gy+e,65.790664
n+e,gy+o,65.790664
n+e,hy+a,71.720868
n+e,hy+i,71.810116
n+e,hy+u,71.810116
n+e,hy+e,71.800382
n+e,hy+o,71.800382
n+e,ky+a,71.135557
n+e,ky+i,71.140729
n+e,ky+u,71.140729
n+e,ky+e,71.146786
n+e,ky+o,71.146786
n+e,my+a,66.276706
n+e,my+i,66.345152
n+e,my+u,66.345152
n+e,my+e,66.341671
n+e,my+o,66.341671
n+e,ny+a,64.543889
n+e,ny+i,65.415883
n+e,ny+u,65.415883
n+e,ny+e,64.543889
n+e,ny+o,64.543889
n+e,py+a,74.321622
n+e,py+i,74.940539
n+e,py+u,74.940539
n+e,py+e,74.541003
n+e,py+o,74.541003
n+e,ry+a,65.17999
n+e,ry+i,65.390685
n+e,ry+u,65.390685
n+e,ry+e,65.17999
n+e,ry+o,65.17999
n+e,sh+a,70.793834
n+e,sh+i,70.801537
n+e,sh+u,72.4772
n+e,sh+e,70.801542
n+e,sh+o,72.478517
n+e,ts+a,72.114149
n+e,ts+i,72.113245
n+e,ts+u,72.114149
n+e,ts+e,72.113245
n+e,ts+o,72.1142
n+e,sp,72.038958
n+o,b+a,70.564792
n+o,b+i,71.478098
n+o,b+u,70.633292
n+o,b+e,71.451975
n+o,b+o,70.522012
n+o,d+a,69.69388
n+o,d+i,71.532888
n+o,d+u,70.489758
n+o,d+e,72.341904
n+o,d+o,70.159988
n+o,f+a,76.921277
n+o,f+i,76.594829
n+o,f+u,77.456941
n+o,f+e,76.594829
n+o,f+o,76.921277
n+o,g+a,66.762456
n+o,g+i,71.223765
n+o,g+u,70.002492
n+o,g+e,71.2265
n+o,g+o,69.283087
n+o,h+a,73.477854
n+o,h+i,75.710961
n+o,h+u,73.480318
n+o,h+e,76.996467
n+o,h+o,77.391869
n+o,j+a,71.949722
n+o,j+i,72.162194
n+o,j+u,72.162515
n+o,j+e,72.160971
n+o,j+o,71.573038
n+o,k+a,72.756615
n+o,k+i,74.87479
n+o,k+u,72.590189
n+o,k+e,75.374613
n+o,k+o,75.14401
n+o,m+a,68.057733
n+o,m+i,71.211017
n+o,m+u,70.495509
n+o,m+e,70.917708
n+o,m+o,68.373914
n+o,n+a,65.178485
n+o,n+i,68.328238
n+o,n+u,66.161074
n+o,n+e,67.445188
n+o,n+o,61.985449
n+o,p+a,79.265523
n+o,p+i,81.878731
n+o,p+u,77.26681
n+o,p+e,77.595262
n+o,p+o,80.369082
n+o,r+a,68.749427
n+o,r+i,71.276182
n+o,r+u,69.159526
n+o,r+e,70.754627
n+o,r+o,68.581938
n+o,s+a,76.486785
n+o,s+i,77.34223
n+o,s+u,77.332762
n+o,s+e,76.486229
n+o,s+o,77.342362
n+o,t+a,77.561407
n+o,t+i,78.252817
n+o,t+u,77.643448
n+o,t+e,78.240376
n+o,t+o,76.90219
n+o,w+a,71.289857
n+o,w+i,71.291552
n+o,w+u,71.289857
n+o,w+e,71.291552
n+o,w+o,71.289857
n+o,y+a,73.19172
n+o,y+i,73.389144
n+o,y+u,73.389144
n+o,y+e,72.508374
n+o,y+o,72.508374
n+o,z+a,72.400793
n+o,z+i,72.784952
n+o,z+u,72.784952
n+o,z+e,72.795465
n+o,z+o,72.238552
n+o,by+a,75.766124
n+o,by+i,76.060455
n+o,by+u,76.060455
n+o,by+e,75.561064
n+o,by+o,75.561064
n+o,ch+a,77.219768
n+o,ch+i,76.54086
n+o,ch+u,76.547
n+o,ch+e,77.247026
n+o,ch+o,75.887267
n+o,dy+a,83.503248
n+o,dy+i,83.503248
n+o,dy+u,83.503248
n+o,dy+e,83.503248
n+o,dy+o,83.503248
n+o,gy+a,71.8533
n+o,gy+i,72.018163
n+o,gy+u,72.018163
n+o,gy+e,71.519873
n+o,gy+o,71.519873
n+o,hy+a,76.093231
n+o,hy+i,76.768201
n+o,hy+u,76.768201
n+o,hy+e,75.385647
n+o,hy+o,75.385647
n+o,ky+a,74.92206
n+o,ky+i,74.994599
n+o,ky+u,74.994599
n+o,ky+e,74.516608
n+o,ky+o,74.516608
n+o,my+a,74.428827
n+o,my+i,74.535017
n+o,my+u,74.535017
n+o,my+e,74.484535
n+o,my+o,74.484535
n+o,ny+a,71.416467
n+o,ny+i,72.766081
n+o,ny+u,72.766081
n+o,ny+e,71.416467
n+o,ny+o,71.416467
n+o,py+a,81.1822
n+o,py+i,82.780427
n+o,py+u,82.780427
n+o,py+e,79.90466
n+o,py+o,79.90466
n+o,ry+a,71.418011
n+o,ry+i,71.53716
n+o,ry+u,71.53716
n+o,ry+e,71.418011
n+o,ry+o,71.418011
n+o,sh+a,75.231213
n+o,sh+i,75.534323
n+o,sh+u,77.535393
n+o,sh+e,75.531756
n+o,sh+o,76.938902
n+o,ts+a,76.636077
n+o,ts+i,76.640952
n+o,ts+u,76.636077
n+o,ts+e,76.640952
n+o,ts+o,76.477468
n+o,sp,74.557793
p+a,b+a,62.611147
p+a,b+i,67.995608
p+a,b+u,65.8751
p+a,b+e,67.923148
p+a,b+o,64.642111
p+a,d+a,65.484097
p+a,d+i,67.941956
p+a,d+u,66.510866
p+a,d+e,68.476996
p+a,d+o,66.381287
p+a,f+a,65.166143
p+a,f+i,67.567426
p+a,f+u,67.569329
p+a,f+e,67.567426
p+a,f+o,65.166143
p+a,g+a,67.07446
p+a,g+i,67.119022
p+a,g+u,65.83411
p+a,g+e,67.113001
p+a,g+o,66.232533
p+a,h+a,65.383467
p+a,h+i,70.08001
p+a,h+u,65.391001
p+a,h+e,69.724974
p+a,h+o,67.411155
p+a,j+a,68.379391
p+a,j+i,68.398766
p+a,j+u,68.393245
p+a,j+e,68.398763
p+a,j+o,68.386477
p+a,k+a,65.523158
p+a,k+i,66.797755
p+a,k+u,64.860974
p+a,k+e,68.17796
p+a,k+o,65.327271
p+a,m+a,68.169168
p+a,m+i,70.537035
p+a,m+u,70.734679
p+a,m+e,70.51894
p+a,m+o,69.309435
p+a,n+a,67.318138
p+a,n+i,68.130438
p+a,n+u,68.413136
p+a,n+e,68.457476
p+a,n+o,71.425139
p+a,p+a,58.70581
p+a,p+i,69.697926
p+a,p+u,63.471241
p+a,p+e,65.716123
p+a,p+o,61.369062
p+a,r+a,65.343985
p+a,r+i,68.1496
p+a,r+u,65.580899
p+a,r+e,68.133722
p+a,r+o,65.414099
p+a,s+a,68.280733
p+a,s+i,68.379268
p+a,s+u,68.379268
p+a,s+e,68.294154
p+a,s+o,68.379021
p+a,t+a,64.053751
p+a,t+i,67.18026
p+a,t+u,64.428507
p+a,t+e,67.146048
p+a,t+o,64.676603
p+a,w+a,67.247233
p+a,w+i,67.288121
p+a,w+u,67.247233
p+a,w+e,67.288121
p+a,w+o,67.247233
p+a,y+a,69.728161
p+a,y+i,70.324644
p+a,y+u,70.324644
p+a,y+e,70.178091
p+a,y+o,70.178091
p+a,z+a,68.292165
p+a,z+i,68.85506
p+a,z+u,68.85506
p+a,z+e,68.84124
p+a,z+o,68.333765
p+a,by+a,71.857614
p+a,by+i,72.130763
p+a,by+u,72.130763
p+a,by+e,72.109675
p+a,by+o,72.109675
p+a,ch+a,69.765187
p+a,ch+i,68.847378
p+a,ch+u,68.849661
p+a,ch+e,70.490365
p+a,ch+o,68.89301
p+a,dy+a,81.041489
p+a,dy+i,81.041489
p+a,dy+u,81.041489
p+a,dy+e,81.041489
p+a,dy+o,81.041489
p+a,gy+a,68.788326
p+a,gy+i,68.827841
p+a,gy+u,68.827841
p+a,gy+e,68.807369
p+a,gy+o,68.807369
p+a,hy+a,70.4918
p+a,hy+i,70.831979
p+a,hy+u,70.831979
p+a,hy+e,70.82545
p+a,hy+o,70.82545
p+a,ky+a,67.358844
p+a,ky+i,67.362221
p+a,ky+u,67.362221
p+a,ky+e,67.30444
p+a,ky+o,67.30444
p+a,my+a,73.714535
p+a,my+i,73.714838
p+a,my+u,73.714838
p+a,my+e,73.714889
p+a,my+o,73.714889
p+a,ny+a,71.218449
p+a,ny+i,71.208616
p+a,ny+u,71.208616
p+a,ny+e,71.218449
p+a,ny+o,71.218449
p+a,py+a,70.730476
p+a,py+i,70.84837
p+a,py+u,70.84837
p+a,py+e,70.764834
p+a,py+o,70.764834
p+a,ry+a,69.256978
p+a,ry+i,69.254338
p+a,ry+u,69.254338
p+a,ry+e,69.256978
p+a,ry+o,69.256978
p+a,sh+a,68.96741
p+a,sh+i,68.978838
p+a,sh+u,70.461193
p+a,sh+e,68.978839
p+a,sh+o,70.447882
p+a,ts+a,68.798712
p+a,ts+i,68.798713
p+a,ts+u,68.798712
p+a,ts+e,68.798713
p+a,ts+o,68.785442
p+a,sp,67.09701
p+i,b+a,67.632401
p+i,b+i,64.552163
p+i,b+u,67.536034
p+i,b+e,66.371406
p+i,b+o,67.611234
p+i,d+a,67.261692
p+i,d+i,66.163626
p+i,d+u,66.543229
p+i,d+e,66.48455
p+i,d+o,66.767304
p+i,f+a,70.663575
p+i,f+i,66.818392
p+i,f+u,69.130841
p+i,f+e,66.818392
p+i,f+o,70.663575
p+i,g+a,67.440519
p+i,g+i,64.641034
p+i,g+u,65.768196
p+i,g+e,64.583224
p+i,g+o,67.508589
p+i,h+a,67.373327
p+i,h+i,65.505161
p+i,h+u,67.170915
p+i,h+e,67.315446
p+i,h+o,70.186096
p+i,j+a,66.363052
p+i,j+i,66.468986
p+i,j+u,66.337137
p+i,j+e,66.480336
