phonon1,phonon2,distance
by+a,by+a,56.917652
by+a,by+i,65.460616
by+a,by+u,65.460616
by+a,by+e,63.141051
by+a,by+o,63.141051
by+a,ch+a,74.417895
by+a,ch+i,74.016829
by+a,ch+u,74.010544
by+a,ch+e,75.357375
by+a,ch+o,71.769729
by+a,dy+a,76.984299
by+a,dy+i,76.984299
by+a,dy+u,76.984299
by+a,dy+e,76.984299
by+a,dy+o,76.984299
by+a,gy+a,63.804998
by+a,gy+i,70.848846
by+a,gy+u,70.848846
by+a,gy+e,66.246508
by+a,gy+o,66.246508
by+a,hy+a,70.350968
by+a,hy+i,72.373401
by+a,hy+u,72.373401
by+a,hy+e,71.424359
by+a,hy+o,71.424359
by+a,ky+a,68.337655
by+a,ky+i,71.867768
by+a,ky+u,71.867768
by+a,ky+e,70.7219
by+a,ky+o,70.7219
by+a,my+a,65.719384
by+a,my+i,68.716719
by+a,my+u,68.716719
by+a,my+e,67.645334
by+a,my+o,67.645334
by+a,ny+a,65.197228
by+a,ny+i,70.97764
by+a,ny+u,70.97764
by+a,ny+e,65.197228
by+a,ny+o,65.197228
by+a,py+a,68.478199
by+a,py+i,75.365899
by+a,py+u,75.365899
by+a,py+e,71.791895
by+a,py+o,71.791895
by+a,ry+a,63.983997
by+a,ry+i,68.717696
by+a,ry+u,68.717696
by+a,ry+e,63.983997
by+a,ry+o,63.983997
by+a,sh+a,70.823793
by+a,sh+i,71.560899
by+a,sh+u,73.192361
by+a,sh+e,71.560899
by+a,sh+o,72.59706
by+a,ts+a,73.02726
by+a,ts+i,73.018508
by+a,ts+u,73.02726
by+a,ts+e,73.018508
by+a,ts+o,72.985792
by+a,sp,71.383563
by+i,b+a,69.598529
by+i,b+i,67.975155
by+i,b+u,69.589416
by+i,b+e,68.969001
by+i,b+o,69.597739
by+i,d+a,68.973418
by+i,d+i,68.450741
by+i,d+u,69.328033
by+i,d+e,68.82157
by+i,d+o,70.069758
by+i,f+a,76.500732
by+i,f+i,69.995305
by+i,f+u,73.92234
by+i,f+e,69.995305
by+i,f+o,76.500732
by+i,g+a,67.279183
by+i,g+i,68.213984
by+i,g+u,69.896083
by+i,g+e,67.265954
by+i,g+o,69.684661
by+i,h+a,72.43581
by+i,h+i,69.635549
by+i,h+u,72.257677
by+i,h+e,71.657613
by+i,h+o,78.411696
by+i,j+a,68.779031
by+i,j+i,68.781689
by+i,j+u,68.39766
by+i,j+e,67.094542
by+i,j+o,68.519311
by+i,k+a,70.467656
by+i,k+i,70.577402
by+i,k+u,70.46761
by+i,k+e,70.655615
by+i,k+o,72.312645
by+i,m+a,71.099781
by+i,m+i,69.532234
by+i,m+u,70.288909
by+i,m+e,69.641877
by+i,m+o,71.198909
by+i,n+a,68.310063
by+i,n+i,67.182434
by+i,n+u,67.256015
by+i,n+e,67.825288
by+i,n+o,68.801865
by+i,p+a,76.131926
by+i,p+i,74.171658
by+i,p+u,75.379837
by+i,p+e,71.972494
by+i,p+o,76.211111
by+i,r+a,67.779909
by+i,r+i,66.80416
by+i,r+u,67.109504
by+i,r+e,66.589762
by+i,r+o,67.780212
by+i,s+a,71.765806
by+i,s+i,72.714958
by+i,s+u,72.714958
by+i,s+e,71.765845
by+i,s+o,72.714848
by+i,t+a,74.679822
by+i,t+i,74.26526
by+i,t+u,74.6791
by+i,t+e,74.457518
by+i,t+o,72.589681
by+i,w+a,75.535393
by+i,w+i,75.079363
by+i,w+u,75.535393
by+i,w+e,75.079363
by+i,w+o,75.535393
by+i,y+a,65.905245
by+i,y+i,65.283497
by+i,y+u,65.283497
by+i,y+e,65.128164
by+i,y+o,65.128164
by+i,z+a,69.372731
by+i,z+i,69.044914
by+i,z+u,69.044914
by+i,z+e,69.261012
by+i,z+o,69.355388
by+i,by+a,66.503365
by+i,by+i,56.752638
by+i,by+u,56.752638
by+i,by+e,60.150154
by+i,by+o,60.150154
by+i,ch+a,72.524532
by+i,ch+i,72.983164
by+i,ch+u,72.548292
by+i,ch+e,72.521733
by+i,ch+o,72.445328
by+i,dy+a,70.303671
by+i,dy+i,70.303671
by+i,dy+u,70.303671
by+i,dy+e,70.303671
by+i,dy+o,70.303671
by+i,gy+a,66.340951
by+i,gy+i,66.285045
by+i,gy+u,66.285045
by+i,gy+e,63.899182
by+i,gy+o,63.899182
by+i,hy+a,70.064669
by+i,hy+i,69.61151
by+i,hy+u,69.61151
by+i,hy+e,70.253388
by+i,hy+o,70.253388
by+i,ky+a,70.933714
by+i,ky+i,69.72209
by+i,ky+u,69.72209
by+i,ky+e,71.086272
by+i,ky+o,71.086272
by+i,my+a,68.670172
by+i,my+i,66.7343
by+i,my+u,66.7343
by+i,my+e,66.930247
by+i,my+o,66.930247
by+i,ny+a,66.845549
by+i,ny+i,65.534942
by+i,ny+u,65.534942
by+i,ny+e,66.845549
by+i,ny+o,66.845549
by+i,py+a,70.169192
by+i,py+i,69.20557
by+i,py+u,69.20557
by+i,py+e,69.377953
by+i,py+o,69.377953
by+i,ry+a,64.129177
by+i,ry+i,62.339969
by+i,ry+u,62.339969
by+i,ry+e,64.129177
by+i,ry+o,64.129177
by+i,sh+a,69.307309
by+i,sh+i,69.308287
by+i,sh+u,71.336833
by+i,sh+e,69.308289
by+i,sh+o,71.353599
by+i,ts+a,73.108109
by+i,ts+i,73.096716
by+i,ts+u,73.108109
by+i,ts+e,73.096716
by+i,ts+o,73.108681
by+i,sp,70.834839
by+u,b+a,69.598529
by+u,b+i,67.975155
by+u,b+u,69.589416
by+u,b+e,68.969001
by+u,b+o,69.597739
by+u,d+a,68.973418
by+u,d+i,68.450741
by+u,d+u,69.328033
by+u,d+e,68.82157
by+u,d+o,70.069758
by+u,f+a,76.500732
by+u,f+i,69.995305
by+u,f+u,73.92234
by+u,f+e,69.995305
by+u,f+o,76.500732
by+u,g+a,67.279183
by+u,g+i,68.213984
by+u,g+u,69.896083
by+u,g+e,67.265954
by+u,g+o,69.684661
by+u,h+a,72.43581
by+u,h+i,69.635549
by+u,h+u,72.257677
by+u,h+e,71.657613
by+u,h+o,78.411696
by+u,j+a,68.779031
by+u,j+i,68.781689
by+u,j+u,68.39766
by+u,j+e,67.094542
by+u,j+o,68.519311
by+u,k+a,70.467656
by+u,k+i,70.577402
by+u,k+u,70.46761
by+u,k+e,70.655615
by+u,k+o,72.312645
by+u,m+a,71.099781
by+u,m+i,69.532234
by+u,m+u,70.288909
by+u,m+e,69.641877
by+u,m+o,71.198909
by+u,n+a,68.310063
by+u,n+i,67.182434
by+u,n+u,67.256015
by+u,n+e,67.825288
by+u,n+o,68.801865
by+u,p+a,76.131926
by+u,p+i,74.171658
by+u,p+u,75.379837
by+u,p+e,71.972494
by+u,p+o,76.211111
by+u,r+a,67.779909
by+u,r+i,66.80416
by+u,r+u,67.109504
by+u,r+e,66.589762
by+u,r+o,67.780212
by+u,s+a,71.765806
by+u,s+i,72.714958
by+u,s+u,72.714958
by+u,s+e,71.765845
by+u,s+o,72.714848
by+u,t+a,74.679822
by+u,t+i,74.26526
by+u,t+u,74.6791
by+u,t+e,74.457518
by+u,t+o,72.589681
by+u,w+a,75.535393
by+u,w+i,75.079363
by+u,w+u,75.535393
by+u,w+e,75.079363
by+u,w+o,75.535393
by+u,y+a,65.905245
by+u,y+i,65.283497
by+u,y+u,65.283497
by+u,y+e,65.128164
by+u,y+o,65.128164
by+u,z+a,69.372731
by+u,z+i,69.044914
by+u,z+u,69.044914
by+u,z+e,69.261012
by+u,z+o,69.355388
by+u,by+a,66.503365
by+u,by+i,56.752638
by+u,by+u,56.752638
by+u,by+e,60.150154
by+u,by+o,60.150154
by+u,ch+a,72.524532
by+u,ch+i,72.983164
by+u,ch+u,72.548292
by+u,ch+e,72.521733
by+u,ch+o,72.445328
by+u,dy+a,70.303671
by+u,dy+i,70.303671
by+u,dy+u,70.303671
by+u,dy+e,70.303671
by+u,dy+o,70.303671
by+u,gy+a,66.340951
by+u,gy+i,66.285045
by+u,gy+u,66.285045
by+u,gy+e,63.899182
by+u,gy+o,63.899182
by+u,hy+a,70.064669
by+u,hy+i,69.61151
by+u,hy+u,69.61151
by+u,hy+e,70.253388
by+u,hy+o,70.253388
by+u,ky+a,70.933714
by+u,ky+i,69.72209
by+u,ky+u,69.72209
by+u,ky+e,71.086272
by+u,ky+o,71.086272
by+u,my+a,68.670172
by+u,my+i,66.7343
by+u,my+u,66.7343
by+u,my+e,66.930247
by+u,my+o,66.930247
by+u,ny+a,66.845549
by+u,ny+i,65.534942
by+u,ny+u,65.534942
by+u,ny+e,66.845549
by+u,ny+o,66.845549
by+u,py+a,70.169192
by+u,py+i,69.20557
by+u,py+u,69.20557
by+u,py+e,69.377953
by+u,py+o,69.377953
by+u,ry+a,64.129177
by+u,ry+i,62.339969
by+u,ry+u,62.339969
by+u,ry+e,64.129177
by+u,ry+o,64.129177
by+u,sh+a,69.307309
by+u,sh+i,69.308287
by+u,sh+u,71.336833
by+u,sh+e,69.308289
by+u,sh+o,71.353599
by+u,ts+a,73.108109
by+u,ts+i,73.096716
by+u,ts+u,73.108109
by+u,ts+e,73.096716
by+u,ts+o,73.108681
by+u,sp,70.834839
by+e,b+a,71.39803
by+e,b+i,70.807542
by+e,b+u,71.374624
by+e,b+e,70.442132
by+e,b+o,71.395825
by+e,d+a,70.713179
by+e,d+i,71.190937
by+e,d+u,70.843724
by+e,d+e,71.799828
by+e,d+o,71.286068
by+e,f+a,77.588441
by+e,f+i,73.048891
by+e,f+u,76.484772
by+e,f+e,73.048891
by+e,f+o,77.588441
by+e,g+a,67.616449
by+e,g+i,71.755116
by+e,g+u,71.961129
by+e,g+e,71.328559
by+e,g+o,71.550518
by+e,h+a,73.058515
by+e,h+i,72.537136
by+e,h+u,73.058542
by+e,h+e,74.99022
by+e,h+o,78.589162
by+e,j+a,70.338817
by+e,j+i,72.60112
by+e,j+u,72.489161
by+e,j+e,72.408362
by+e,j+o,67.519656
by+e,k+a,72.650383
by+e,k+i,73.652765
by+e,k+u,72.634945
by+e,k+e,74.194053
by+e,k+o,74.642766
by+e,m+a,72.512896
by+e,m+i,71.410689
by+e,m+u,72.738314
by+e,m+e,71.272631
by+e,m+o,72.243624
by+e,n+a,70.184103
by+e,n+i,69.935898
by+e,n+u,68.949243
by+e,n+e,70.89814
by+e,n+o,70.150614
by+e,p+a,79.237373
by+e,p+i,78.938469
by+e,p+u,76.343124
by+e,p+e,73.068189
by+e,p+o,80.65387
by+e,r+a,68.491472
by+e,r+i,70.12977
by+e,r+u,67.965934
by+e,r+e,68.400844
by+e,r+o,68.329112
by+e,s+a,74.254771
by+e,s+i,75.530122
by+e,s+u,75.530123
by+e,s+e,74.254784
by+e,s+o,75.530112
by+e,t+a,76.054219
by+e,t+i,76.687506
by+e,t+u,76.371993
by+e,t+e,76.647063
by+e,t+o,75.607682
by+e,w+a,73.736801
by+e,w+i,73.659078
by+e,w+u,73.736801
by+e,w+e,73.659078
by+e,w+o,73.736801
by+e,y+a,68.529831
by+e,y+i,70.798422
by+e,y+u,70.798422
by+e,y+e,65.21815
by+e,y+o,65.21815
by+e,z+a,71.911388
by+e,z+i,73.099436
by+e,z+u,73.099436
by+e,z+e,72.614648
by+e,z+o,71.851696
by+e,by+a,66.947146
by+e,by+i,65.017494
by+e,by+u,65.017494
by+e,by+e,58.297349
by+e,by+o,58.297349
by+e,ch+a,76.247445
by+e,ch+i,75.882033
by+e,ch+u,75.792213
by+e,ch+e,76.341159
by+e,ch+o,72.57728
by+e,dy+a,77.928986
by+e,dy+i,77.928986
by+e,dy+u,77.928986
by+e,dy+e,77.928986
by+e,dy+o,77.928986
by+e,gy+a,67.867273
by+e,gy+i,70.709479
by+e,gy+u,70.709479
by+e,gy+e,63.139577
by+e,gy+o,63.139577
by+e,hy+a,72.664955
by+e,hy+i,73.096121
by+e,hy+u,73.096121
by+e,hy+e,69.656838
by+e,hy+o,69.656838
by+e,ky+a,71.677142
by+e,ky+i,73.357888
by+e,ky+u,73.357888
by+e,ky+e,70.28032
by+e,ky+o,70.28032
by+e,my+a,70.752375
by+e,my+i,71.243097
by+e,my+u,71.243097
by+e,my+e,66.813904
by+e,my+o,66.813904
by+e,ny+a,67.834069
by+e,ny+i,71.643207
by+e,ny+u,71.643207
by+e,ny+e,67.834069
by+e,ny+o,67.834069
by+e,py+a,71.1019
by+e,py+i,73.615133
by+e,py+u,73.615133
by+e,py+e,67.054159
by+e,py+o,67.054159
by+e,ry+a,62.795125
by+e,ry+i,68.407828
by+e,ry+u,68.407828
by+e,ry+e,62.795125
by+e,ry+o,62.795125
by+e,sh+a,72.0563
by+e,sh+i,72.578222
by+e,sh+u,74.31694
by+e,sh+e,72.578222
by+e,sh+o,73.196883
by+e,ts+a,75.615674
by+e,ts+i,75.615035
by+e,ts+u,75.615674
by+e,ts+e,75.615035
by+e,ts+o,75.235361
by+e,sp,72.934849
by+o,b+a,71.39803
by+o,b+i,70.807542
by+o,b+u,71.374624
by+o,b+e,70.442132
by+o,b+o,71.395825
by+o,d+a,70.713179
by+o,d+i,71.190937
by+o,d+u,70.843724
by+o,d+e,71.799828
by+o,d+o,71.286068
by+o,f+a,77.588441
by+o,f+i,73.048891
by+o,f+u,76.484772
by+o,f+e,73.048891
by+o,f+o,77.588441
by+o,g+a,67.616449
by+o,g+i,71.755116
by+o,g+u,71.961129
by+o,g+e,71.328559
by+o,g+o,71.550518
by+o,h+a,73.058515
by+o,h+i,72.537136
by+o,h+u,73.058542
by+o,h+e,74.99022
by+o,h+o,78.589162
by+o,j+a,70.338817
by+o,j+i,72.60112
by+o,j+u,72.489161
by+o,j+e,72.408362
by+o,j+o,67.519656
by+o,k+a,72.650383
by+o,k+i,73.652765
by+o,k+u,72.634945
by+o,k+e,74.194053
by+o,k+o,74.642766
by+o,m+a,72.512896
by+o,m+i,71.410689
by+o,m+u,72.738314
by+o,m+e,71.272631
by+o,m+o,72.243624
by+o,n+a,70.184103
by+o,n+i,69.935898
by+o,n+u,68.949243
by+o,n+e,70.89814
by+o,n+o,70.150614
by+o,p+a,79.237373
by+o,p+i,78.938469
by+o,p+u,76.343124
by+o,p+e,73.068189
by+o,p+o,80.65387
by+o,r+a,68.491472
by+o,r+i,70.12977
by+o,r+u,67.965934
by+o,r+e,68.400844
by+o,r+o,68.329112
by+o,s+a,74.254771
by+o,s+i,75.530122
by+o,s+u,75.530123
by+o,s+e,74.254784
by+o,s+o,75.530112
by+o,t+a,76.054219
by+o,t+i,76.687506
by+o,t+u,76.371993
by+o,t+e,76.647063
by+o,t+o,75.607682
by+o,w+a,73.736801
by+o,w+i,73.659078
by+o,w+u,73.736801
by+o,w+e,73.659078
by+o,w+o,73.736801
by+o,y+a,68.529831
by+o,y+i,70.798422
by+o,y+u,70.798422
by+o,y+e,65.21815
by+o,y+o,65.21815
by+o,z+a,71.911388
by+o,z+i,73.099436
by+o,z+u,73.099436
by+o,z+e,72.614648
by+o,z+o,71.851696
by+o,by+a,66.947146
by+o,by+i,65.017494
by+o,by+u,65.017494
by+o,by+e,58.297349
by+o,by+o,58.297349
by+o,ch+a,76.247445
by+o,ch+i,75.882033
by+o,ch+u,75.792213
by+o,ch+e,76.341159
by+o,ch+o,72.57728
by+o,dy+a,77.928986
by+o,dy+i,77.928986
by+o,dy+u,77.928986
by+o,dy+e,77.928986
by+o,dy+o,77.928986
by+o,gy+a,67.867273
by+o,gy+i,70.709479
by+o,gy+u,70.709479
by+o,gy+e,63.139577
by+o,gy+o,63.139577
by+o,hy+a,72.664955
by+o,hy+i,73.096121
by+o,hy+u,73.096121
by+o,hy+e,69.656838
by+o,hy+o,69.656838
by+o,ky+a,71.677142
by+o,ky+i,73.357888
by+o,ky+u,73.357888
by+o,ky+e,70.28032
by+o,ky+o,70.28032
by+o,my+a,70.752375
by+o,my+i,71.243097
by+o,my+u,71.243097
by+o,my+e,66.813904
by+o,my+o,66.813904
by+o,ny+a,67.834069
by+o,ny+i,71.643207
by+o,ny+u,71.643207
by+o,ny+e,67.834069
by+o,ny+o,67.834069
by+o,py+a,71.1019
by+o,py+i,73.615133
by+o,py+u,73.615133
by+o,py+e,67.054159
by+o,py+o,67.054159
by+o,ry+a,62.795125
by+o,ry+i,68.407828
by+o,ry+u,68.407828
by+o,ry+e,62.795125
by+o,ry+o,62.795125
by+o,sh+a,72.0563
by+o,sh+i,72.578222
by+o,sh+u,74.31694
by+o,sh+e,72.578222
by+o,sh+o,73.196883
by+o,ts+a,75.615674
by+o,ts+i,75.615035
by+o,ts+u,75.615674
by+o,ts+e,75.615035
by+o,ts+o,75.235361
by+o,sp,72.934849
ch+a,b+a,70.692252
ch+a,b+i,70.938498
ch+a,b+u,70.734556
ch+a,b+e,70.940035
ch+a,b+o,70.736452
ch+a,d+a,67.564551
ch+a,d+i,68.567915
ch+a,d+u,68.2977
ch+a,d+e,69.494235
ch+a,d+o,68.463288
ch+a,f+a,71.360245
ch+a,f+i,71.276649
ch+a,f+u,71.542667
ch+a,f+e,71.276649
ch+a,f+o,71.360245
ch+a,g+a,68.186558
ch+a,g+i,67.202872
ch+a,g+u,67.308716
ch+a,g+e,67.201663
ch+a,g+o,68.749474
ch+a,h+a,66.910521
ch+a,h+i,69.220881
ch+a,h+u,66.908738
ch+a,h+e,70.200722
ch+a,h+o,69.270884
ch+a,j+a,63.799928
ch+a,j+i,66.433562
ch+a,j+u,66.089859
ch+a,j+e,65.669173
ch+a,j+o,64.392806
ch+a,k+a,67.547115
ch+a,k+i,66.245062
ch+a,k+u,67.760233
ch+a,k+e,66.683472
ch+a,k+o,69.036054
ch+a,m+a,75.858852
ch+a,m+i,75.637153
ch+a,m+u,73.891516
ch+a,m+e,75.637141
ch+a,m+o,72.959917
ch+a,n+a,67.54063
ch+a,n+i,67.105666
ch+a,n+u,67.583578
ch+a,n+e,67.602966
ch+a,n+o,72.745151
ch+a,p+a,70.681352
ch+a,p+i,71.826458
ch+a,p+u,69.482757
ch+a,p+e,70.438217
ch+a,p+o,71.177415
ch+a,r+a,67.851111
ch+a,r+i,68.689572
ch+a,r+u,67.877156
ch+a,r+e,68.689016
ch+a,r+o,67.877345
ch+a,s+a,64.784023
ch+a,s+i,65.985273
ch+a,s+u,66.37575
ch+a,s+e,65.829545
ch+a,s+o,66.016484
ch+a,t+a,65.41866
ch+a,t+i,67.266418
ch+a,t+u,66.644823
ch+a,t+e,66.610472
ch+a,t+o,66.854074
ch+a,w+a,77.158719
ch+a,w+i,77.168099
ch+a,w+u,77.158719
ch+a,w+e,77.168099
ch+a,w+o,77.158719
ch+a,y+a,68.19385
ch+a,y+i,68.485848
ch+a,y+u,68.485848
ch+a,y+e,68.46732
ch+a,y+o,68.46732
ch+a,z+a,64.014869
ch+a,z+i,66.26688
ch+a,z+u,66.26688
ch+a,z+e,65.64238
ch+a,z+o,64.86806
ch+a,by+a,75.98004
ch+a,by+i,75.695689
ch+a,by+u,75.695689
ch+a,by+e,75.688087
ch+a,by+o,75.688087
ch+a,ch+a,58.350643
ch+a,ch+i,63.758733
ch+a,ch+u,65.240588
ch+a,ch+e,63.447274
ch+a,ch+o,62.454195
ch+a,dy+a,77.657729
ch+a,dy+i,77.657729
ch+a,dy+u,77.657729
ch+a,dy+e,77.657729
ch+a,dy+o,77.657729
ch+a,gy+a,66.874744
ch+a,gy+i,67.154884
ch+a,gy+u,67.154884
ch+a,gy+e,66.971163
ch+a,gy+o,66.971163
ch+a,hy+a,66.926281
ch+a,hy+i,69.088776
ch+a,hy+u,69.088776
ch+a,hy+e,68.827309
ch+a,hy+o,68.827309
ch+a,ky+a,63.722627
ch+a,ky+i,65.947139
ch+a,ky+u,65.947139
ch+a,ky+e,65.523932
ch+a,ky+o,65.523932
ch+a,my+a,78.672173
ch+a,my+i,78.67427
ch+a,my+u,78.67427
ch+a,my+e,78.673872
ch+a,my+o,78.673872
ch+a,ny+a,70.479837
ch+a,ny+i,70.492057
ch+a,ny+u,70.492057
ch+a,ny+e,70.479837
ch+a,ny+o,70.479837
ch+a,py+a,72.772444
ch+a,py+i,72.785702
ch+a,py+u,72.785702
ch+a,py+e,72.833474
ch+a,py+o,72.833474
ch+a,ry+a,71.629803
ch+a,ry+i,71.406346
ch+a,ry+u,71.406346
ch+a,ry+e,71.629803
ch+a,ry+o,71.629803
ch+a,sh+a,63.393935
ch+a,sh+i,66.54222
ch+a,sh+u,67.812309
ch+a,sh+e,66.303436
ch+a,sh+o,66.285155
ch+a,ts+a,64.767114
ch+a,ts+i,65.444502
ch+a,ts+u,64.767114
ch+a,ts+e,65.444502
ch+a,ts+o,65.191101
ch+a,sp,68.340911
ch+i,b+a,70.395512
ch+i,b+i,70.541612
ch+i,b+u,70.391799
ch+i,b+e,70.559655
ch+i,b+o,70.390755
ch+i,d+a,66.842051
ch+i,d+i,66.881867
ch+i,d+u,66.887134
ch+i,d+e,67.727498
ch+i,d+o,67.009841
ch+i,f+a,70.598401
ch+i,f+i,69.860024
ch+i,f+u,69.802639
ch+i,f+e,69.860024
ch+i,f+o,70.598401
ch+i,g+a,67.086687
ch+i,g+i,65.049297
ch+i,g+u,65.550155
ch+i,g+e,65.405385
ch+i,g+o,67.573603
ch+i,h+a,65.761498
ch+i,h+i,64.648535
ch+i,h+u,65.380734
ch+i,h+e,68.472988
ch+i,h+o,67.959843
ch+i,j+a,61.434213
ch+i,j+i,60.389743
ch+i,j+u,61.261049
ch+i,j+e,61.108929
ch+i,j+o,61.509829
ch+i,k+a,65.971169
ch+i,k+i,62.19513
ch+i,k+u,65.972728
ch+i,k+e,64.054952
ch+i,k+o,67.711175
ch+i,m+a,76.759075
ch+i,m+i,75.575466
ch+i,m+u,72.886596
ch+i,m+e,75.575466
ch+i,m+o,72.980181
ch+i,n+a,65.98142
ch+i,n+i,64.768345
ch+i,n+u,65.981071
ch+i,n+e,65.981415
ch+i,n+o,72.461648
ch+i,p+a,69.640896
ch+i,p+i,68.089991
ch+i,p+u,68.954995
ch+i,p+e,69.377796
ch+i,p+o,69.641954
ch+i,r+a,67.135815
ch+i,r+i,67.225671
ch+i,r+u,67.135815
ch+i,r+e,67.227888
ch+i,r+o,67.135815
ch+i,s+a,62.969603
ch+i,s+i,62.243616
ch+i,s+u,62.077665
ch+i,s+e,62.22001
ch+i,s+o,62.619433
ch+i,t+a,65.651741
ch+i,t+i,63.832583
ch+i,t+u,65.630106
ch+i,t+e,64.320041
ch+i,t+o,65.254301
ch+i,w+a,78.421107
ch+i,w+i,78.421082
ch+i,w+u,78.421107
ch+i,w+e,78.421082
ch+i,w+o,78.421107
ch+i,y+a,65.968322
ch+i,y+i,66.345519
ch+i,y+u,66.345519
ch+i,y+e,66.345317
ch+i,y+o,66.345317
ch+i,z+a,62.864715
ch+i,z+i,61.835097
ch+i,z+u,61.835097
ch+i,z+e,62.119415
ch+i,z+o,62.532939
ch+i,by+a,75.048394
ch+i,by+i,74.842571
ch+i,by+u,74.842571
ch+i,by+e,74.842573
ch+i,by+o,74.842573
ch+i,ch+a,60.623175
ch+i,ch+i,57.286738
ch+i,ch+u,59.718783
ch+i,ch+e,57.952297
ch+i,ch+o,61.10678
ch+i,dy+a,74.489081
ch+i,dy+i,74.489081
ch+i,dy+u,74.489081
ch+i,dy+e,74.489081
ch+i,dy+o,74.489081
ch+i,gy+a,64.95355
ch+i,gy+i,64.93515
ch+i,gy+u,64.93515
ch+i,gy+e,64.995035
ch+i,gy+o,64.995035
ch+i,hy+a,66.038597
ch+i,hy+i,65.900986
ch+i,hy+u,65.900986
ch+i,hy+e,65.904911
ch+i,hy+o,65.904911
ch+i,ky+a,63.078879
ch+i,ky+i,63.013253
ch+i,ky+u,63.013253
ch+i,ky+e,63.524922
ch+i,ky+o,63.524922
ch+i,my+a,77.875181
ch+i,my+i,77.875181
ch+i,my+u,77.875181
ch+i,my+e,77.875181
ch+i,my+o,77.875181
ch+i,ny+a,68.062638
ch+i,ny+i,68.062631
ch+i,ny+u,68.062631
ch+i,ny+e,68.062638
ch+i,ny+o,68.062638
ch+i,py+a,71.875131
ch+i,py+i,71.67402
ch+i,py+u,71.67402
ch+i,py+e,71.875131
ch+i,py+o,71.875131
ch+i,ry+a,71.501012
ch+i,ry+i,70.04268
ch+i,ry+u,70.04268
ch+i,ry+e,71.501012
ch+i,ry+o,71.501012
ch+i,sh+a,61.758263
ch+i,sh+i,60.944006
ch+i,sh+u,62.568643
ch+i,sh+e,61.054042
ch+i,sh+o,62.898929
ch+i,ts+a,60.236831
ch+i,ts+i,60.538077
ch+i,ts+u,60.236831
ch+i,ts+e,60.538077
ch+i,ts+o,60.97065
ch+i,sp,66.737698
ch+u,b+a,71.709379
ch+u,b+i,71.709246
ch+u,b+u,71.699266
ch+u,b+e,71.714476
ch+u,b+o,71.708577
ch+u,d+a,68.811475
ch+u,d+i,68.68743
ch+u,d+u,68.775856
ch+u,d+e,69.735841
ch+u,d+o,68.920298
ch+u,f+a,73.885316
ch+u,f+i,71.067934
ch+u,f+u,72.261354
ch+u,f+e,71.067934
ch+u,f+o,73.885316
ch+u,g+a,67.854055
ch+u,g+i,66.892797
ch+u,g+u,67.153002
ch+u,g+e,66.880296
ch+u,g+o,69.040586
ch+u,h+a,67.939462
ch+u,h+i,66.780306
ch+u,h+u,67.543774
ch+u,h+e,70.055287
ch+u,h+o,71.138221
ch+u,j+a,63.023295
ch+u,j+i,64.24784
ch+u,j+u,60.833135
ch+u,j+e,62.550219
ch+u,j+o,61.709636
ch+u,k+a,68.268456
ch+u,k+i,65.111876
ch+u,k+u,68.260457
ch+u,k+e,65.536585
ch+u,k+o,70.499588
ch+u,m+a,75.655525
ch+u,m+i,76.651857
ch+u,m+u,74.178228
ch+u,m+e,76.651857
ch+u,m+o,73.465881
ch+u,n+a,67.122124
ch+u,n+i,66.323844
ch+u,n+u,67.11648
ch+u,n+e,67.122088
ch+u,n+o,71.729879
ch+u,p+a,73.756948
ch+u,p+i,70.525425
ch+u,p+u,71.895391
ch+u,p+e,72.507701
ch+u,p+o,73.833945
ch+u,r+a,68.485265
ch+u,r+i,68.529784
ch+u,r+u,68.485225
ch+u,r+e,68.53874
ch+u,r+o,68.485265
ch+u,s+a,67.461016
ch+u,s+i,64.987599
ch+u,s+u,65.179343
ch+u,s+e,65.175124
ch+u,s+o,66.930264
ch+u,t+a,68.718125
ch+u,t+i,66.512642
ch+u,t+u,68.6073
ch+u,t+e,66.792737
ch+u,t+o,68.199816
ch+u,w+a,77.889854
ch+u,w+i,77.889839
ch+u,w+u,77.889854
ch+u,w+e,77.889839
ch+u,w+o,77.889854
ch+u,y+a,66.444443
ch+u,y+i,66.664671
ch+u,y+u,66.664671
ch+u,y+e,66.64336
ch+u,y+o,66.64336
ch+u,z+a,67.137988
ch+u,z+i,66.099108
ch+u,z+u,66.099108
ch+u,z+e,65.058947
ch+u,z+o,66.675999
ch+u,by+a,78.477124
ch+u,by+i,76.469889
ch+u,by+u,76.469889
ch+u,by+e,76.469714
ch+u,by+o,76.469714
ch+u,ch+a,63.703178
ch+u,ch+i,60.835841
ch+u,ch+u,57.861262
ch+u,ch+e,61.147348
ch+u,ch+o,61.714298
ch+u,dy+a,74.881629
ch+u,dy+i,74.881629
ch+u,dy+u,74.881629
ch+u,dy+e,74.881629
ch+u,dy+o,74.881629
ch+u,gy+a,66.300829
ch+u,gy+i,66.66608
ch+u,gy+u,66.66608
ch+u,gy+e,66.102209
ch+u,gy+o,66.102209
ch+u,hy+a,66.576625
ch+u,hy+i,65.022162
ch+u,hy+u,65.022162
ch+u,hy+e,65.010837
ch+u,hy+o,65.010837
ch+u,ky+a,63.800111
ch+u,ky+i,63.165374
ch+u,ky+u,63.165374
ch+u,ky+e,64.481077
ch+u,ky+o,64.481077
ch+u,my+a,79.036873
ch+u,my+i,79.036873
